,label,lentitle,wctitle,punctitle,digittitle,capitaltitle,startitle,uppertitle3,uppertitle4,r_e,r_h,r_m,f_e,f_h,f_m
3400,1,52,7,2,52,50,0,0,0,0,2,3,0,0,1
3401,1,56,10,0,56,48,0,0,0,3,0,1,2,0,0
3402,0,83,16,0,83,76,0,0,0,3,0,2,3,0,4
3403,1,62,12,1,62,53,0,0,0,1,0,4,3,1,1
3404,1,21,6,0,21,16,0,0,0,0,2,0,1,0,1
3405,0,87,14,4,87,80,0,0,0,0,1,2,2,1,4
3406,1,60,10,2,60,56,0,0,0,3,0,4,1,0,0
3407,0,65,11,2,65,62,0,0,0,0,0,0,3,1,4
3408,1,56,9,2,56,48,0,0,0,3,0,1,1,0,1
3409,0,41,7,1,41,37,0,0,0,1,1,1,1,0,1
3410,1,56,10,0,56,47,0,0,0,3,1,1,1,1,0
3411,0,103,18,6,103,47,0,1,1,3,0,2,4,2,5
3412,1,54,9,3,54,49,0,0,0,2,1,1,1,1,0
3413,0,62,12,2,62,50,0,0,0,1,0,2,2,2,3
3414,0,54,8,0,54,47,0,0,0,0,2,0,0,0,5
3415,1,73,12,1,73,67,0,0,0,4,0,4,1,0,1
3416,0,131,22,5,131,112,0,0,0,0,0,1,5,1,9
3417,0,55,10,4,55,46,1,0,0,2,0,2,2,0,0
3418,1,42,10,2,42,40,0,0,0,1,0,4,0,2,1
3419,0,50,9,1,50,43,0,0,0,0,1,0,1,0,6
3420,1,48,9,0,48,45,0,0,0,3,0,2,1,1,0
3421,1,47,9,5,47,39,0,0,0,2,0,1,3,0,2
3422,0,46,9,5,44,37,0,0,0,0,0,1,1,1,3
3423,0,77,15,2,77,64,0,0,0,1,1,2,3,1,3
3424,1,47,10,1,47,40,0,0,0,0,2,0,2,1,1
3425,0,18,4,0,18,15,0,0,0,0,0,0,1,0,2
3426,1,45,6,6,45,43,0,0,0,0,0,3,0,0,0
3427,1,14,4,3,14,11,0,0,0,0,0,1,1,0,0
3428,0,100,17,3,100,85,0,0,0,0,1,1,5,0,6
3429,1,62,11,2,62,53,0,0,0,1,1,3,1,0,2
3430,0,100,15,1,100,77,0,0,0,2,0,3,2,0,3
3431,1,52,10,4,52,46,0,0,0,0,3,4,1,0,0
3432,0,45,8,0,45,38,0,0,0,1,1,0,4,0,0
3433,1,67,10,1,67,59,0,0,0,3,0,1,1,2,2
3434,1,74,11,1,74,71,0,0,0,3,0,1,2,0,1
3435,0,57,10,2,57,48,0,0,0,1,0,1,2,0,2
3436,0,73,14,3,73,59,0,0,0,0,0,2,4,2,5
3437,1,47,7,0,47,46,0,0,0,1,0,1,1,0,1
3438,0,54,9,2,54,46,0,0,0,2,1,0,1,1,1
3439,1,79,15,1,79,74,0,0,0,3,1,1,6,1,0
3440,1,87,15,1,87,84,0,0,0,0,3,5,3,0,1
3441,0,49,7,0,49,45,0,1,0,0,0,0,0,0,1
3442,0,60,11,2,60,51,0,0,0,1,1,0,1,1,5
3443,1,71,13,3,67,66,0,0,0,5,1,0,0,0,2
3444,1,81,12,2,81,78,0,0,0,0,0,6,0,1,2
3445,0,57,10,0,57,48,0,0,0,1,0,0,2,0,1
3446,1,53,9,5,53,50,0,0,0,0,0,3,0,0,1
3447,0,64,10,1,64,61,0,0,0,0,0,2,2,1,2
3448,1,44,9,0,40,40,0,0,0,2,1,4,1,0,0
3449,0,20,5,0,20,12,0,0,0,0,0,2,1,0,1
3450,1,79,14,2,79,74,0,0,0,4,0,6,1,0,0
3451,1,49,11,1,46,41,0,0,0,1,2,2,1,0,3
3452,1,30,5,1,30,29,0,0,0,0,2,1,0,0,0
3453,1,51,10,1,51,48,0,0,0,1,2,5,0,0,0
3454,1,42,9,0,42,36,0,0,0,6,1,0,0,0,0
3455,1,75,12,7,75,71,0,0,0,2,1,3,0,0,0
3456,0,1,2,1,1,1,0,0,0,0,0,0,1,0,0
3457,0,88,15,1,88,75,0,0,0,0,1,1,3,1,6
3458,1,82,14,2,82,75,0,0,0,3,1,3,1,0,2
3459,1,85,16,1,85,81,0,0,0,1,0,6,4,1,1
3460,1,77,13,1,77,75,0,0,0,1,1,2,1,0,4
3461,1,64,11,1,64,54,0,0,0,2,2,0,0,0,4
3462,1,68,12,0,68,64,0,0,0,5,0,3,1,0,1
3463,1,66,13,4,66,59,0,0,0,2,2,2,5,0,0
3464,0,32,8,0,32,25,0,0,0,0,1,1,2,0,1
3465,1,32,5,1,32,31,0,0,0,0,0,3,1,0,0
3466,0,42,9,0,40,41,0,0,0,0,0,0,2,1,2
3467,0,68,12,2,68,57,0,0,0,0,0,1,4,0,2
3468,1,57,11,0,57,55,0,0,0,3,1,2,1,0,0
3469,0,74,11,0,74,62,0,0,0,0,0,0,2,0,8
3470,0,79,15,2,79,64,0,0,0,1,0,2,6,3,1
3471,1,72,16,1,68,67,0,0,0,3,1,4,2,1,2
3472,1,69,14,2,69,56,0,0,0,3,1,3,2,1,0
3473,1,65,11,1,65,54,0,0,0,0,2,3,2,0,1
3474,0,82,15,1,81,67,0,1,0,0,0,2,2,3,5
3475,0,68,13,0,68,59,0,0,0,0,0,2,1,0,3
3476,1,21,4,0,21,20,0,0,0,0,1,1,0,0,0
3477,1,78,14,4,78,75,0,0,0,4,1,3,1,1,0
3478,1,80,14,1,79,68,0,0,0,1,2,5,1,0,3
3479,0,46,10,1,46,40,0,1,0,1,2,1,2,1,1
3480,0,86,16,5,86,72,0,0,0,1,0,3,9,0,2
3481,1,41,8,0,41,39,0,0,0,1,2,1,0,0,2
3482,0,102,17,6,96,91,1,0,0,1,0,2,4,1,5
3483,0,50,9,2,50,42,0,0,0,0,1,1,1,0,3
3484,1,57,11,1,57,54,0,0,0,2,1,2,1,0,1
3485,1,53,10,0,53,50,0,0,0,2,0,4,1,0,1
3486,0,99,16,6,99,84,0,0,0,1,2,1,2,1,5
3487,0,60,10,1,60,53,0,0,0,0,0,2,2,1,3
3488,1,33,6,2,33,30,0,0,0,1,0,2,0,0,1
3489,1,70,13,3,70,62,0,0,0,6,1,4,0,0,0
3490,0,101,21,3,100,86,0,0,0,0,0,3,3,2,8
3491,0,50,8,1,50,44,0,0,0,0,0,2,0,0,2
3492,1,44,8,1,44,40,0,0,0,1,0,4,2,0,0
3493,0,50,11,3,45,42,0,0,0,1,1,0,4,1,3
3494,0,88,13,4,88,75,0,0,0,1,0,1,2,0,1
3495,1,47,8,1,47,40,0,0,0,0,0,4,1,0,0
3496,1,64,10,1,64,61,0,0,0,2,1,3,2,0,0
3497,1,74,12,1,74,71,0,0,0,1,0,5,2,0,1
3498,1,65,10,0,65,58,0,0,0,1,0,3,2,0,1
3499,0,79,15,2,77,67,0,0,0,1,0,0,3,0,3
3500,1,74,11,3,74,71,0,0,0,0,1,6,0,0,1
3501,1,63,11,1,63,53,0,0,0,0,1,3,1,0,3
3502,1,74,14,1,74,70,0,0,0,2,1,4,2,0,2
3503,0,138,27,7,138,102,0,1,1,1,1,2,9,1,10
3504,1,52,11,1,52,46,0,0,0,3,0,0,1,2,1
3505,1,68,12,0,68,47,0,1,1,2,1,3,2,1,0
3506,1,57,11,0,53,54,0,1,0,3,0,2,2,0,2
3507,1,61,13,0,61,49,0,0,0,0,3,2,0,0,3
3508,0,32,8,1,32,28,0,0,0,2,0,1,1,3,0
3509,1,59,9,1,59,56,0,0,0,3,1,1,1,0,0
3510,0,41,11,1,41,37,0,0,0,3,1,0,5,1,0
3511,0,52,10,0,52,44,0,0,0,1,1,1,2,1,1
3512,1,43,8,1,43,39,0,0,0,4,1,2,0,0,0
3513,0,71,12,0,71,60,0,0,0,3,1,2,1,0,4
3514,0,75,13,2,70,71,0,0,0,0,1,0,1,1,7
3515,0,43,9,0,42,34,0,0,0,1,0,1,1,1,2
3516,1,96,16,4,96,90,0,0,0,1,2,3,2,0,1
3517,0,99,19,3,97,84,0,0,0,1,2,2,4,0,5
3518,1,25,5,1,25,24,0,0,0,0,0,1,1,0,1
3519,1,64,13,1,62,56,0,0,0,1,1,3,2,0,2
3520,1,80,12,2,80,79,0,0,0,1,1,6,0,1,0
3521,1,99,15,4,99,93,0,0,0,0,2,5,2,0,0
3522,1,124,21,2,124,117,0,0,0,4,0,3,3,2,5
3523,1,55,9,2,55,53,0,0,0,3,1,2,0,1,0
3524,0,98,16,2,98,83,0,0,0,0,1,2,1,3,6
3525,1,84,12,0,84,73,0,0,0,0,0,5,2,0,0
3526,1,39,8,3,39,32,0,0,0,3,1,1,1,1,0
3527,0,113,19,2,113,95,0,0,0,0,0,0,5,2,11
3528,1,60,12,1,60,57,0,0,0,2,0,7,1,1,0
3529,0,36,7,0,36,30,0,0,0,0,1,2,0,0,3
3530,1,49,9,0,49,46,0,0,0,2,1,2,0,2,0
3531,0,66,11,2,66,59,0,0,0,1,0,1,2,1,2
3532,1,73,14,0,73,71,0,0,0,4,0,3,3,0,1
3533,0,42,9,1,42,37,0,0,0,0,0,2,3,0,2
3534,1,55,9,3,55,50,0,0,0,3,0,2,1,0,1
3535,0,60,11,3,60,52,0,0,0,1,0,1,1,2,4
3536,0,65,10,3,65,56,0,0,0,0,0,1,0,0,4
3537,0,73,14,6,66,64,0,0,0,0,1,1,7,0,2
3538,1,73,15,2,73,61,0,0,0,2,1,2,2,0,4
3539,1,41,8,0,39,40,0,0,0,2,0,2,2,0,0
3540,0,66,12,2,66,55,0,0,0,0,1,2,4,0,3
3541,1,64,10,2,64,62,0,0,0,1,0,2,2,0,1
3542,1,39,8,1,39,37,0,0,0,1,0,3,1,1,0
3543,0,74,14,1,74,58,0,0,0,0,0,1,3,1,6
3544,1,77,16,1,77,73,0,0,0,3,1,1,5,2,1
3545,0,67,15,2,65,58,0,0,0,1,2,3,3,1,2
3546,1,100,16,4,100,85,0,0,0,2,2,4,1,2,1
3547,1,96,15,3,96,92,0,0,0,2,1,7,3,0,0
3548,0,58,11,1,54,56,0,0,0,1,0,0,2,2,3
3549,0,48,7,3,48,44,0,0,0,0,2,0,0,0,3
3550,1,34,5,1,34,30,0,0,0,0,0,2,1,0,0
3551,1,57,9,3,57,53,0,0,0,1,1,2,3,0,1
3552,1,82,15,3,78,79,0,0,0,2,0,2,3,0,4
3553,1,80,13,1,80,75,0,0,0,0,0,1,3,1,4
3554,0,79,11,7,73,64,0,0,0,0,0,0,1,0,7
3555,1,38,8,0,38,36,0,0,0,1,1,2,1,0,1
3556,1,69,12,3,69,65,0,0,0,2,1,5,1,0,2
3557,1,46,8,1,42,44,0,0,0,1,0,3,1,0,1
3558,0,57,12,1,57,53,0,0,0,1,0,1,3,0,5
3559,1,52,9,1,52,49,0,0,0,0,1,1,2,0,1
3560,0,38,9,1,36,33,0,0,0,0,0,0,4,1,3
3561,0,72,12,1,72,70,0,0,0,1,0,0,3,1,4
3562,1,62,11,1,60,60,0,0,0,2,0,5,2,1,0
3563,1,38,6,1,38,36,0,0,0,0,0,1,1,0,2
3564,1,68,17,1,68,66,0,0,0,1,1,3,5,1,2
3565,0,118,19,5,118,114,0,0,0,1,0,5,3,2,5
3566,1,44,8,0,43,43,0,0,0,2,1,1,2,0,1
3567,1,54,9,3,54,51,0,0,0,2,0,4,1,0,0
3568,1,84,14,6,84,82,0,0,0,1,0,6,2,1,1
3569,1,46,9,0,46,40,0,0,0,1,0,4,1,0,1
3570,0,62,11,1,62,53,0,0,0,1,0,0,4,0,5
3571,1,68,10,3,68,63,0,0,0,2,0,4,0,0,1
3572,0,58,9,1,58,52,0,0,0,0,0,0,1,0,4
3573,1,53,10,3,52,50,0,0,0,2,1,4,0,1,0
3574,0,60,9,2,60,57,0,0,0,0,0,3,0,0,3
3575,0,88,14,3,88,74,0,0,0,0,1,1,3,1,7
3576,1,67,12,2,67,63,0,0,0,1,0,4,1,2,2
3577,0,88,16,5,84,84,0,0,0,1,0,2,4,2,4
3578,1,64,12,1,64,61,0,0,0,2,1,7,0,0,0
3579,1,57,11,4,54,54,0,0,0,0,1,5,0,0,2
3580,1,70,11,2,70,60,0,0,0,1,2,2,2,0,0
3581,0,61,9,2,61,55,0,0,0,0,0,1,2,0,3
3582,1,79,12,2,79,77,0,0,0,1,0,4,2,0,1
3583,1,55,9,2,55,51,0,0,0,0,0,2,4,0,1
3584,1,25,5,0,25,22,0,0,0,0,0,3,0,0,0
3585,0,109,20,3,109,101,0,0,0,2,0,1,6,4,5
3586,0,34,7,0,34,29,0,0,0,0,1,1,1,1,1
3587,1,46,8,0,46,43,0,0,0,1,1,1,1,0,0
3588,1,56,10,2,56,54,0,0,0,0,0,2,1,2,0
3589,1,51,8,0,51,44,0,0,0,1,1,2,0,0,0
3590,0,69,11,7,69,64,0,0,0,0,0,3,1,1,3
3591,1,51,9,0,51,47,0,0,0,3,1,2,0,0,0
3592,1,57,11,1,57,51,0,0,0,4,1,3,1,0,0
3593,0,80,11,3,80,72,0,0,0,0,2,1,1,0,5
3594,1,70,14,1,70,63,0,1,0,4,2,2,2,1,0
3595,1,65,11,2,65,58,0,0,0,3,1,3,0,0,1
3596,0,51,9,0,51,45,0,0,0,0,0,0,2,1,2
3597,0,34,7,0,34,31,0,0,0,0,0,1,1,1,2
3598,0,80,14,6,80,57,0,1,1,1,1,2,1,1,5
3599,1,36,8,0,34,34,0,0,0,2,1,0,1,0,3
3600,1,73,13,0,70,72,0,0,0,1,0,4,0,1,2
3601,1,62,10,0,61,60,0,0,0,3,0,2,3,0,0
3602,1,90,20,3,90,88,0,0,0,0,0,2,11,0,6
3603,1,78,14,2,78,70,0,0,0,1,1,5,2,0,3
3604,0,62,11,4,62,49,0,1,1,1,0,1,7,0,1
3605,1,72,14,3,72,64,0,0,0,2,2,2,2,1,3
3606,1,74,13,1,74,70,0,0,0,3,1,6,0,0,1
3607,0,169,31,4,169,164,0,0,0,0,1,7,7,0,11
3608,1,45,7,1,42,41,0,0,0,0,0,6,0,0,0
3609,1,26,6,0,26,23,0,0,0,4,1,0,0,0,0
3610,1,26,5,1,26,22,0,0,0,1,0,0,1,0,0
3611,1,34,7,0,34,30,0,0,0,1,0,2,1,0,1
3612,1,45,9,0,45,43,0,0,0,1,0,1,2,0,1
3613,0,54,10,1,54,52,0,0,0,1,0,1,1,1,4
3614,1,65,11,1,65,64,0,0,0,0,0,3,1,0,5
3615,1,74,12,0,74,72,0,0,0,0,2,3,1,1,1
3616,1,75,15,0,75,67,0,0,0,0,1,6,3,1,0
3617,0,53,10,2,51,41,0,0,0,0,0,2,1,0,4
3618,1,47,9,1,47,45,0,0,0,1,0,5,2,0,0
3619,0,60,12,1,59,51,0,0,0,0,0,0,2,2,5
3620,1,77,13,3,77,67,0,0,0,1,1,4,2,0,2
3621,0,115,20,4,115,97,0,0,0,0,1,0,6,4,5
3622,1,51,9,0,51,46,0,0,0,0,2,4,1,0,0
3623,0,90,17,3,85,79,0,0,0,1,1,0,4,4,4
3624,0,45,10,1,44,38,1,0,0,2,0,0,4,1,2
3625,1,49,11,1,49,47,0,0,0,2,0,4,1,2,1
3626,0,37,6,1,37,32,0,0,0,0,0,1,0,1,3
3627,1,49,8,0,49,41,0,0,0,2,0,0,1,0,1
3628,1,33,8,0,33,28,0,0,0,2,0,3,2,0,0
3629,1,40,6,1,40,37,0,0,0,1,1,1,1,0,0
3630,1,71,14,0,71,58,0,0,0,1,0,2,5,0,2
3631,1,103,18,3,103,99,0,1,0,0,1,5,3,0,1
3632,0,83,15,0,83,73,0,0,0,0,1,2,5,0,1
3633,1,25,6,1,25,21,0,0,0,0,2,3,0,0,0
3634,1,91,16,2,89,81,0,0,0,5,2,2,2,1,2
3635,0,18,5,0,18,15,0,0,0,0,0,0,2,0,1
3636,1,103,18,1,103,100,0,0,0,2,2,7,2,1,1
3637,1,54,9,0,54,45,0,0,0,0,1,3,1,0,0
3638,1,80,12,4,80,69,0,0,0,3,1,0,3,0,2
3639,1,53,9,0,52,46,0,0,0,1,2,3,0,0,1
3640,0,81,12,4,81,64,0,0,0,0,0,2,2,0,5
3641,0,52,10,0,52,51,0,0,0,0,0,2,2,0,4
3642,0,94,16,2,94,82,0,0,0,0,0,3,3,0,4
3643,0,54,11,1,54,49,0,0,0,1,0,3,0,0,4
3644,0,121,22,2,121,115,0,0,0,1,1,2,6,2,5
3645,0,88,13,3,88,75,0,0,0,1,0,4,1,1,4
3646,1,48,8,0,48,46,0,0,0,1,1,2,0,0,2
3647,0,54,7,4,54,48,0,0,0,0,0,0,2,0,4
3648,0,59,10,1,59,52,0,0,0,0,0,4,1,0,2
3649,1,75,14,2,73,69,0,0,0,1,2,5,0,0,2
3650,1,65,11,1,65,63,0,0,0,2,0,0,3,1,2
3651,1,81,17,1,81,74,0,0,0,4,0,2,5,0,3
3652,0,127,20,3,127,108,0,0,0,1,1,0,4,2,5
3653,1,77,12,1,77,74,0,0,0,1,1,2,2,1,4
3654,0,78,16,5,78,72,0,0,0,0,0,1,1,1,7
3655,0,45,8,2,45,37,0,0,0,1,1,3,1,1,0
3656,0,73,12,2,73,62,0,0,0,4,0,0,0,1,2
3657,0,82,13,0,82,70,0,0,0,0,1,3,0,3,4
3658,1,33,6,0,33,32,0,0,0,1,0,1,1,0,0
3659,0,74,11,1,74,64,0,0,0,0,0,1,1,1,4
3660,1,50,10,1,50,41,0,0,0,2,1,1,2,0,2
3661,1,58,10,2,58,52,0,0,0,2,0,3,1,0,1
3662,0,55,12,2,55,54,0,0,0,0,0,1,2,5,1
3663,1,62,10,2,62,60,0,0,0,1,1,4,1,0,1
3664,1,68,13,2,67,63,0,0,0,0,1,6,2,0,1
3665,1,80,18,1,80,69,0,0,0,3,1,2,3,1,3
3666,1,79,15,4,79,74,0,0,0,0,1,3,2,1,3
3667,1,90,14,2,88,77,0,0,0,2,0,2,3,0,2
3668,0,98,15,2,98,85,0,0,0,0,0,1,4,1,4
3669,1,72,13,1,72,67,0,0,0,3,1,4,1,0,1
3670,1,82,14,0,82,80,0,0,0,2,0,5,3,0,2
3671,1,55,9,3,55,51,0,0,0,2,2,2,1,0,0
3672,1,47,7,0,47,46,0,0,0,0,1,2,1,0,1
3673,0,52,8,0,52,45,0,0,0,1,1,0,2,0,2
3674,1,42,8,0,42,40,0,0,0,0,1,3,1,1,1
3675,1,48,9,1,48,38,0,0,0,1,1,2,2,0,0
3676,0,55,10,0,55,50,0,0,0,0,0,3,1,0,4
3677,0,63,13,3,63,49,0,1,0,0,3,1,2,0,4
3678,0,99,16,4,99,78,0,1,1,0,0,3,4,1,3
3679,1,66,12,1,66,62,0,0,0,2,0,4,2,0,2
3680,1,139,25,3,139,132,0,0,0,3,0,5,8,0,2
3681,0,38,8,2,38,30,0,0,0,0,0,0,2,0,3
3682,0,42,8,0,42,36,0,0,0,0,0,0,1,0,4
3683,0,58,8,0,58,49,0,1,0,1,0,2,1,0,2
3684,0,33,7,0,33,30,0,0,0,0,0,0,1,0,2
3685,0,86,16,2,86,70,0,0,0,1,0,1,6,1,3
3686,1,57,9,0,57,53,0,0,0,2,1,2,1,0,0
3687,1,47,9,0,47,44,0,0,0,1,1,2,3,0,0
3688,1,64,10,2,64,55,0,0,0,2,1,3,0,0,1
3689,0,61,9,0,61,7,0,1,1,0,0,0,2,1,2
3690,0,72,13,1,72,61,0,0,0,0,0,1,0,1,5
3691,1,72,11,2,72,62,0,0,0,1,0,2,0,1,0
3692,0,74,14,2,69,62,0,0,0,0,1,4,0,0,7
3693,0,100,13,4,100,93,0,0,0,0,0,2,2,0,1
3694,1,84,15,0,84,70,0,0,0,2,0,4,2,0,4
3695,0,9,3,0,9,7,0,0,0,0,0,1,0,0,0
3696,1,50,8,1,49,45,0,0,0,3,1,2,0,0,0
3697,1,65,11,1,65,60,0,0,0,1,2,4,1,0,1
3698,1,61,10,0,61,59,0,0,0,1,1,2,1,0,0
3699,1,82,15,7,82,78,0,0,0,4,3,1,2,1,0
3700,0,41,8,0,41,40,0,0,0,0,0,0,2,0,2
3701,1,53,9,0,53,45,0,0,0,4,0,3,1,0,0
3702,0,57,10,1,57,44,0,0,0,0,1,2,2,0,2
3703,0,80,15,1,80,68,0,0,0,2,0,2,1,3,5
3704,0,168,26,3,167,144,0,0,0,2,1,4,6,4,4
3705,1,62,11,5,62,55,0,0,0,1,0,1,3,0,2
3706,0,100,15,1,100,94,0,0,0,0,0,1,2,0,4
3707,0,38,6,2,38,33,0,0,0,0,1,0,1,1,1
3708,0,17,3,0,17,15,0,0,0,0,0,0,0,0,1
3709,0,46,9,1,46,38,0,0,0,0,0,1,1,0,4
3710,0,99,16,7,97,25,0,0,0,1,0,0,5,2,5
3711,0,104,17,2,104,95,0,0,0,0,0,1,2,0,4
3712,0,85,17,5,85,68,0,0,0,1,0,1,6,0,6
3713,1,65,11,1,65,62,0,0,0,3,1,1,3,0,0
3714,1,61,10,2,61,52,0,0,0,1,1,2,1,1,2
3715,1,65,9,1,65,64,0,0,0,1,0,0,1,0,1
3716,1,112,18,4,112,109,0,0,0,4,1,3,1,1,2
3717,0,70,12,0,70,61,0,0,0,0,1,2,3,1,4
3718,0,80,14,3,77,70,0,0,0,0,0,5,3,0,3
3719,0,88,12,6,88,77,0,0,0,2,0,1,0,1,6
3720,0,66,11,6,60,57,0,0,0,0,0,3,0,0,3
3721,0,74,16,2,73,51,0,1,1,0,1,0,5,2,3
3722,0,54,10,0,54,50,0,0,0,0,0,1,2,2,2
3723,1,66,12,1,66,62,0,0,0,3,2,4,2,0,0
3724,1,64,12,1,64,58,0,0,0,2,2,3,2,0,2
3725,0,55,10,0,52,11,0,1,1,0,0,1,2,0,4
3726,1,54,9,4,54,51,0,0,0,2,0,5,0,0,0
3727,1,72,11,6,72,67,0,0,0,3,0,1,2,1,1
3728,1,44,9,0,43,37,0,0,0,0,1,1,1,0,3
3729,1,31,8,0,31,26,0,0,0,0,2,3,1,0,0
3730,0,78,12,3,78,55,0,1,1,3,0,1,1,0,4
3731,1,71,12,1,71,68,0,0,0,1,0,0,5,0,1
3732,1,57,10,2,57,53,0,0,0,0,1,3,1,0,3
3733,1,50,8,0,50,48,0,0,0,1,0,1,2,1,2
3734,0,113,18,4,113,72,0,1,1,1,0,0,7,2,6
3735,0,52,9,0,52,44,0,0,0,0,0,0,2,0,5
3736,0,97,17,4,97,82,0,0,0,1,1,2,3,1,6
3737,0,14,3,2,8,13,0,0,0,0,0,0,0,0,2
3738,1,66,13,0,66,54,0,0,0,1,0,1,2,2,4
3739,1,52,10,1,52,45,0,0,0,1,0,5,3,0,0
3740,1,31,6,2,30,29,0,0,0,0,0,1,0,0,1
3741,0,71,12,2,71,59,0,0,0,0,1,3,1,1,3
3742,1,57,11,4,54,54,0,0,0,2,0,2,2,0,1
3743,0,144,24,7,144,130,0,1,1,2,1,1,3,1,13
3744,1,32,7,0,32,31,0,0,0,2,1,0,1,0,0
3745,1,60,12,1,60,54,0,0,0,4,0,0,3,0,4
3746,1,45,9,1,45,35,0,1,1,0,2,1,1,1,0
3747,1,39,7,1,39,36,0,0,0,0,2,2,1,0,1
3748,0,66,11,2,66,60,0,0,0,0,0,0,3,1,5
3749,1,75,12,2,75,67,0,0,0,5,0,5,0,0,1
3750,0,81,15,2,76,67,0,0,0,2,1,2,2,1,4
3751,0,86,13,1,86,72,0,0,0,0,0,0,3,1,6
3752,1,36,8,0,34,33,0,0,0,1,0,3,1,0,0
3753,1,83,17,2,83,81,0,0,0,1,0,3,3,0,2
3754,0,53,9,2,53,45,0,0,0,0,0,0,1,0,6
3755,1,70,12,2,70,68,0,0,0,3,2,3,1,0,0
3756,1,71,13,1,71,68,0,0,0,3,1,2,2,0,0
3757,1,66,12,1,66,63,0,0,0,4,2,3,1,0,0
3758,1,91,15,2,91,87,0,0,0,0,3,4,1,0,1
3759,1,78,15,2,74,74,0,0,0,1,1,0,1,0,3
3760,0,85,13,1,85,79,0,1,0,0,0,0,6,1,5
3761,1,53,9,5,53,51,0,0,0,1,2,2,2,0,0
3762,0,53,10,1,53,46,0,0,0,0,1,2,1,1,3
3763,0,59,10,1,59,51,0,0,0,1,1,2,1,0,2
3764,1,100,16,2,100,87,0,0,0,1,2,5,2,0,1
3765,0,70,12,1,70,58,0,0,0,0,0,1,2,1,5
3766,0,57,8,2,54,50,0,0,0,0,0,1,1,1,1
3767,0,61,10,3,61,41,0,1,1,1,0,2,3,0,2
3768,1,68,12,1,66,60,0,0,0,2,0,6,2,0,1
3769,0,46,10,3,46,38,0,0,0,0,0,1,1,3,2
3770,1,60,11,0,60,58,0,0,0,2,0,2,3,0,2
3771,1,53,9,1,53,50,0,0,0,4,1,1,1,0,0
3772,1,117,21,3,117,110,0,0,0,5,0,3,7,0,0
3773,0,84,15,1,84,78,0,0,0,0,1,2,3,1,3
3774,1,80,12,4,80,77,0,0,0,1,0,3,1,0,3
3775,1,50,9,0,50,48,0,0,0,3,0,0,1,0,0
3776,0,47,7,1,47,45,0,0,0,0,2,0,2,0,1
3777,0,120,18,2,120,88,0,1,1,0,0,1,6,1,5
3778,0,44,7,1,44,39,0,0,0,0,0,0,2,0,3
3779,0,75,13,3,75,49,0,1,1,0,0,0,4,0,5
3780,1,73,13,0,73,67,0,0,0,3,1,4,1,0,3
3781,0,73,11,2,73,55,0,1,1,2,1,0,1,2,3
3782,1,100,19,4,100,94,0,1,0,1,2,6,8,0,0
3783,0,48,9,0,48,42,0,0,0,0,0,0,2,0,2
3784,1,43,9,1,43,35,0,0,0,2,0,2,1,0,3
3785,0,100,17,5,99,87,0,0,0,0,0,1,4,1,3
3786,1,59,10,0,59,50,0,0,0,2,1,0,1,2,2
3787,0,42,8,1,42,37,0,0,0,1,0,1,2,1,1
3788,1,81,13,2,81,76,0,0,0,0,1,3,3,0,4
3789,1,51,10,1,47,44,0,0,0,4,1,2,1,1,0
3790,0,75,15,1,75,65,0,0,0,0,0,0,4,3,4
3791,0,94,16,1,94,59,0,0,0,2,2,1,1,1,6
3792,0,95,16,2,95,92,0,0,0,0,0,3,1,1,8
3793,1,71,11,1,71,67,0,0,0,3,0,2,2,0,1
3794,0,42,11,0,40,33,0,0,0,0,0,1,3,0,5
3795,0,57,11,1,57,54,0,0,0,0,0,1,2,2,3
3796,0,53,9,1,53,47,0,0,0,0,0,2,0,1,1
3797,1,41,8,1,39,35,0,0,0,1,1,3,0,1,1
3798,1,76,14,3,76,72,0,0,0,1,3,2,0,1,2
3799,1,51,11,0,51,50,0,0,0,0,0,5,0,0,2
3800,1,50,8,1,50,47,0,0,0,2,0,2,1,0,0
3801,1,69,11,1,67,60,0,0,0,2,0,3,0,1,2
3802,0,64,12,0,64,56,0,0,0,0,0,3,2,1,1
3803,1,106,20,4,106,100,0,0,0,1,1,4,4,1,5
3804,1,61,11,4,61,59,0,0,0,2,0,1,2,1,1
3805,1,54,10,0,54,45,0,0,0,4,1,2,1,0,0
3806,0,11,3,1,11,9,0,0,0,0,0,0,0,1,0
3807,0,48,9,1,48,40,0,0,0,0,0,0,2,0,3
3808,0,97,14,1,97,78,0,1,1,0,0,0,2,1,6
3809,0,49,9,0,49,39,0,0,0,0,3,0,1,0,1
3810,1,81,13,2,81,77,0,0,0,2,0,5,3,0,0
3811,0,57,10,2,57,48,0,0,0,0,0,0,1,1,3
3812,0,56,10,0,56,52,0,0,0,0,0,2,2,1,4
3813,0,41,7,1,41,37,0,0,0,0,0,1,2,0,0
3814,1,39,7,3,39,37,0,0,0,1,2,2,0,0,0
3815,0,60,10,2,60,53,0,0,0,1,1,0,1,0,5
3816,1,55,12,2,55,46,0,0,0,0,0,4,4,0,1
3817,0,92,14,1,92,76,0,0,0,0,1,0,3,0,6
3818,1,38,9,0,38,35,0,0,0,2,0,1,2,0,2
3819,1,73,12,3,69,71,0,0,0,3,2,2,1,0,0
3820,0,75,10,0,75,8,0,1,1,0,0,2,0,1,3
3821,0,116,19,4,116,101,0,0,0,0,1,3,3,1,5
