,label,lentitle,wctitle,punctitle,digittitle,capitaltitle,startitle,uppertitle3,uppertitle4,r_e,r_h,r_m,f_e,f_h,f_m
0,0,28,6,1,28,23,0,0,0,0,0,2,2,0,0
1,0,85,15,2,85,67,0,0,0,2,2,3,2,1,1
2,1,43,10,0,43,41,0,0,0,0,2,2,3,0,1
3,0,84,16,4,84,78,0,0,0,1,1,4,4,0,3
4,1,48,10,1,48,40,0,0,0,2,0,4,3,0,0
5,0,11,3,1,11,7,0,0,0,0,0,0,0,0,2
6,0,73,14,0,73,59,0,0,0,1,0,1,2,1,4
7,1,33,6,3,30,30,0,0,0,0,0,1,0,0,1
8,1,63,10,5,63,60,0,0,0,2,0,4,2,0,0
9,1,71,12,0,71,70,0,0,0,1,2,5,1,0,0
10,1,97,18,2,97,92,0,0,0,2,1,7,3,2,1
11,1,67,11,1,67,57,0,0,0,2,0,5,0,0,2
12,0,66,12,6,59,52,0,0,0,0,0,0,3,0,4
13,0,44,10,0,41,38,0,0,0,0,0,1,3,2,3
14,1,32,7,1,32,30,0,0,0,3,0,1,1,0,0
15,1,26,5,0,26,25,0,0,0,1,0,1,0,0,0
16,0,72,11,2,72,63,0,0,0,1,0,0,2,1,2
17,0,113,19,4,113,78,1,0,0,1,2,2,5,1,6
18,1,49,10,3,49,46,0,0,0,3,1,2,0,2,0
19,1,83,15,0,82,81,0,0,0,0,1,2,3,2,4
20,1,53,10,1,53,50,0,0,0,1,0,0,3,1,0
21,0,80,15,5,77,65,1,0,0,0,0,2,4,0,5
22,1,58,10,0,58,50,0,0,0,1,0,4,2,0,0
23,1,62,12,3,62,56,0,0,0,2,1,5,1,1,0
24,0,37,6,2,37,34,0,0,0,0,0,1,2,0,0
25,1,49,7,2,49,47,0,0,0,0,0,4,0,0,2
26,1,68,14,5,68,58,0,0,0,3,1,3,1,1,2
27,1,69,13,1,69,58,0,0,0,4,1,2,1,1,2
28,1,119,18,6,119,116,0,0,0,4,1,7,0,1,1
29,0,98,17,4,91,86,0,0,0,1,0,1,3,5,4
30,1,30,6,1,30,26,0,1,0,1,0,3,0,1,0
31,0,85,14,4,85,75,0,0,0,0,0,3,4,0,2
32,0,42,9,1,42,34,0,0,0,1,1,1,1,1,1
33,0,66,11,2,66,54,0,0,0,0,1,0,3,2,2
34,0,133,27,9,128,128,0,0,0,1,2,1,9,4,5
35,0,100,18,3,100,85,0,0,0,0,1,2,8,0,2
36,0,44,8,0,44,38,0,0,0,1,0,1,0,3,1
37,0,64,12,2,60,56,0,0,0,2,2,0,2,1,1
38,0,54,9,2,54,44,0,0,0,0,0,2,2,2,1
39,0,57,7,0,57,51,0,0,0,0,0,3,1,0,0
40,1,53,10,0,49,52,0,0,0,1,0,3,2,0,1
41,1,49,10,1,49,44,0,0,0,0,1,4,1,0,0
42,0,63,11,2,63,53,0,0,0,0,1,0,0,1,6
43,0,71,12,1,71,61,0,0,0,1,0,0,2,1,7
44,1,88,14,7,85,83,0,0,0,2,0,2,2,0,2
45,0,83,12,2,80,73,0,0,0,0,0,0,1,1,5
46,1,57,12,0,57,55,0,0,0,1,1,4,2,1,2
47,1,68,11,2,68,63,0,0,0,4,0,4,0,0,0
48,0,124,25,5,124,121,0,0,0,2,1,1,5,3,8
49,0,133,22,3,133,117,0,0,0,2,0,3,10,0,5
50,1,47,7,0,47,46,0,0,0,0,2,1,0,0,2
51,1,80,10,6,80,77,0,0,0,0,1,2,1,1,1
52,0,64,11,1,63,58,0,0,0,0,0,0,3,2,2
53,0,60,12,0,58,50,0,0,0,0,0,0,1,1,7
54,0,36,7,0,36,32,0,0,0,0,0,4,1,0,0
55,1,42,7,3,42,40,0,0,0,1,1,1,1,0,1
56,0,42,9,3,42,36,0,0,0,0,0,0,3,1,2
57,1,37,5,4,37,36,0,0,0,0,0,2,0,0,1
58,0,82,13,0,82,70,0,0,0,0,1,3,0,3,3
59,1,59,9,3,59,55,0,0,0,3,0,2,1,0,1
60,0,101,15,5,101,99,0,0,0,0,0,4,2,1,1
61,1,43,7,0,43,42,0,0,0,0,2,2,0,0,1
62,1,60,8,2,60,58,0,0,0,0,1,1,1,0,0
63,0,125,20,3,125,110,0,0,0,5,0,1,5,1,5
64,1,64,9,1,64,61,0,0,0,1,0,2,3,0,1
65,1,29,6,1,29,27,0,0,0,1,0,2,0,0,1
66,1,54,8,2,54,48,0,0,0,0,0,4,0,1,1
67,1,58,10,2,58,54,0,0,0,2,1,2,2,0,1
68,1,78,14,2,78,74,0,1,0,2,1,4,2,0,1
69,0,45,9,2,45,41,0,0,0,0,1,0,3,0,3
70,1,46,8,0,42,41,0,0,0,1,0,0,2,1,0
71,0,42,8,1,42,35,0,0,0,0,0,0,1,0,5
72,1,54,9,2,54,47,0,1,0,5,0,2,0,0,0
73,1,106,20,1,106,102,0,0,0,3,3,6,3,0,2
74,0,19,5,1,19,15,0,0,0,0,0,1,0,0,2
75,1,49,9,0,49,41,0,0,0,2,0,4,1,0,1
76,1,49,9,1,45,48,0,0,0,3,0,5,0,0,0
77,1,42,10,4,42,41,0,0,0,0,0,4,1,0,2
78,0,42,7,0,42,39,0,0,0,0,0,1,1,1,2
79,0,71,14,4,68,48,0,1,1,1,0,0,6,1,4
80,1,68,11,2,68,66,0,0,0,2,1,0,2,0,2
81,1,61,10,0,61,53,0,0,0,2,0,4,1,0,0
82,1,49,10,1,49,46,0,0,0,2,0,1,2,0,2
83,0,80,12,1,80,69,0,0,0,0,0,2,3,0,3
84,1,41,7,1,41,35,0,0,0,0,1,3,1,0,0
85,1,50,7,3,50,42,0,0,0,0,0,4,0,0,0
86,1,36,7,1,36,32,0,0,0,2,0,3,1,0,0
87,1,102,22,5,102,98,0,0,0,5,4,0,4,3,2
88,1,80,16,1,80,77,0,0,0,2,2,3,2,3,3
89,1,39,8,1,39,32,0,0,0,2,0,0,1,0,1
90,1,48,8,1,48,41,0,0,0,1,0,4,0,0,2
91,0,81,12,2,81,70,0,0,0,0,0,0,3,0,4
92,0,73,12,3,71,63,0,0,0,0,0,3,3,0,3
93,1,56,10,4,56,51,0,0,0,4,0,3,1,1,0
94,1,70,12,0,70,67,0,0,0,1,2,3,1,0,2
95,0,99,19,3,97,96,0,0,0,0,0,1,4,3,5
96,0,57,11,1,57,53,0,1,0,0,0,3,2,2,2
97,1,49,8,1,49,43,0,0,0,0,0,5,0,0,0
98,1,68,13,1,68,60,0,0,0,6,0,2,2,0,0
99,1,72,12,4,72,70,0,0,0,2,1,3,1,0,1
100,1,28,7,0,28,22,0,0,0,5,0,0,0,0,0
101,0,64,11,0,64,54,0,0,0,0,0,2,1,0,5
102,1,86,15,0,86,81,0,0,0,1,1,5,3,1,2
103,1,68,15,1,68,62,0,0,0,1,3,5,3,1,0
104,1,79,11,1,79,75,0,1,0,1,0,3,3,0,1
105,1,22,5,1,22,19,0,0,0,0,1,1,0,0,1
106,0,64,11,3,58,53,0,0,0,1,0,0,3,1,2
107,0,24,4,0,24,23,0,0,0,0,0,1,0,0,2
108,0,50,7,1,50,44,0,0,0,1,0,0,0,0,3
109,0,129,24,5,124,123,0,0,0,0,1,2,3,2,10
110,1,34,7,1,34,32,0,0,0,1,0,1,1,0,1
111,1,43,8,1,43,39,0,0,0,0,1,3,0,0,0
112,0,19,3,0,19,17,0,0,0,0,0,0,0,1,0
113,0,60,12,1,60,56,0,0,0,0,1,1,4,0,2
114,0,68,14,3,68,57,0,0,0,2,1,0,4,0,5
115,1,53,9,1,53,50,0,0,0,1,0,4,1,1,0
116,1,61,11,4,61,53,0,0,0,0,2,1,2,1,1
117,0,65,11,3,65,44,0,1,1,2,0,2,2,1,2
118,0,57,8,2,57,50,0,0,0,1,0,1,1,0,2
119,1,48,8,1,47,42,0,0,0,2,1,2,1,1,0
120,1,64,12,3,61,61,0,0,0,1,2,2,2,0,2
121,0,79,16,3,79,73,0,0,0,1,1,4,3,3,2
122,1,49,10,2,47,46,0,0,0,0,0,4,2,1,0
123,0,58,9,2,58,50,0,0,0,1,0,3,0,0,1
124,0,91,17,3,91,87,0,0,0,0,0,1,6,2,3
125,1,82,15,3,80,81,0,0,0,2,3,5,3,0,1
126,1,61,13,1,61,57,0,0,0,3,2,1,3,1,1
127,0,90,16,0,90,77,0,0,0,3,1,1,4,1,3
128,0,80,14,1,80,66,0,0,0,2,0,0,5,1,5
129,0,49,9,1,49,43,0,0,0,0,0,1,1,0,2
130,1,60,10,0,60,57,0,0,0,0,0,4,2,0,1
131,0,39,8,2,39,38,0,0,0,0,0,0,1,1,2
132,1,38,6,2,38,34,0,0,0,1,0,2,0,1,0
133,1,70,12,2,70,67,0,0,0,2,2,3,2,0,2
134,0,98,16,6,96,88,1,0,0,4,0,1,3,0,3
135,0,84,12,3,84,68,0,1,1,1,0,1,1,1,4
136,0,60,10,3,60,58,0,0,0,1,1,2,1,0,3
137,0,96,18,4,94,79,0,0,0,2,1,1,4,1,7
138,1,82,16,1,82,80,0,0,0,1,3,6,3,0,0
139,0,60,13,0,56,46,0,0,0,0,1,1,3,0,6
140,0,73,12,0,73,58,0,0,0,1,0,0,2,1,6
141,1,57,9,0,57,50,0,0,0,0,1,1,3,0,0
142,0,100,17,0,100,82,0,0,0,0,0,4,7,1,3
143,1,75,14,1,73,72,0,0,0,2,1,5,2,0,1
144,0,8,2,1,8,7,0,0,0,0,0,0,0,0,1
145,1,55,10,3,55,51,0,0,0,2,0,4,2,0,1
146,0,96,18,2,96,83,0,0,0,0,1,1,4,0,4
147,0,63,10,2,63,58,0,0,0,0,0,2,0,0,2
148,0,39,8,0,35,35,0,0,0,1,1,0,4,0,0
149,0,102,24,3,98,82,0,0,0,4,1,1,5,2,10
150,1,45,9,0,45,43,0,0,0,0,1,2,2,0,1
151,0,66,11,1,66,57,0,0,0,4,0,0,2,0,2
152,0,83,14,1,83,74,0,0,0,1,0,0,5,2,4
153,0,70,15,0,70,60,0,0,0,0,1,0,5,3,4
154,1,93,16,0,93,90,0,0,0,2,0,2,5,0,0
155,0,69,10,2,69,57,0,0,0,1,0,1,1,0,6
156,1,63,11,1,63,54,0,0,0,3,0,4,2,0,0
157,1,43,8,1,43,40,0,0,0,3,0,2,1,0,1
158,1,66,11,1,66,56,0,0,0,2,2,2,1,0,1
159,0,41,7,2,41,35,0,0,0,1,0,0,0,1,3
160,1,67,13,2,63,57,0,0,0,3,1,3,2,0,0
161,1,71,12,1,71,68,0,0,0,1,0,2,2,0,2
162,0,86,17,3,86,72,0,0,0,0,0,2,6,0,8
163,0,91,14,1,91,77,0,1,1,0,0,2,2,4,5
164,1,60,12,2,60,49,0,0,0,0,1,5,1,1,1
165,0,35,7,1,35,29,0,0,0,0,0,1,3,0,2
166,1,71,12,0,71,70,0,0,0,2,1,3,3,0,0
167,0,118,22,1,118,71,0,0,0,0,0,0,10,0,6
168,0,84,14,3,84,75,0,0,0,0,0,2,3,1,5
169,1,48,8,2,48,46,0,0,0,1,0,2,1,0,0
170,0,88,14,3,88,81,0,0,0,0,0,3,2,1,6
171,0,87,14,4,87,76,0,0,0,1,0,1,1,1,5
172,0,95,16,4,95,81,0,0,0,1,1,3,4,0,4
173,1,62,12,2,62,49,0,0,0,3,0,2,1,2,2
174,0,101,20,4,96,84,0,0,0,1,1,2,5,4,6
175,0,38,5,1,38,34,0,0,0,0,0,0,0,1,2
176,1,44,8,1,44,37,0,0,0,0,2,4,0,0,0
177,0,34,7,0,34,29,0,0,0,0,1,3,0,1,1
178,1,76,11,3,76,59,0,1,1,1,2,4,3,0,0
179,0,66,11,1,66,51,0,1,1,1,0,1,3,1,3
180,1,79,12,0,79,65,0,0,0,1,1,4,1,0,1
181,1,63,11,0,63,54,0,0,0,1,1,5,1,0,1
182,1,43,8,0,43,42,0,0,0,1,0,3,0,0,1
183,0,87,17,4,87,72,0,0,0,3,3,0,4,2,3
184,1,34,8,1,34,31,0,0,0,1,1,1,0,0,2
185,1,57,12,4,53,53,0,0,0,2,3,3,1,1,0
186,1,58,12,1,58,55,0,0,0,3,2,2,2,0,1
187,1,36,7,3,36,33,0,0,0,2,2,1,0,1,0
188,0,78,14,1,78,75,0,0,0,0,0,1,1,2,3
189,1,58,10,2,58,49,0,0,0,0,0,3,1,0,3
190,1,68,12,0,68,67,0,0,0,0,0,1,2,1,4
191,0,50,11,0,48,41,0,0,0,0,1,0,2,1,2
192,1,63,13,2,63,51,0,0,0,0,3,2,3,0,1
193,1,80,13,1,80,77,0,0,0,1,1,4,2,0,2
194,0,17,6,3,17,16,0,0,0,0,0,0,2,1,2
195,0,52,8,2,52,44,0,0,0,0,0,2,0,0,3
196,1,65,11,1,65,61,0,0,0,2,1,5,0,0,0
197,0,91,14,1,91,88,0,0,0,0,0,1,2,1,4
198,0,77,19,1,77,68,0,0,0,0,1,0,8,2,4
199,1,65,11,1,65,59,0,0,0,2,0,3,1,1,2
200,1,60,11,2,60,59,0,0,0,1,2,3,0,0,1
201,0,57,12,0,57,46,0,0,0,0,1,1,0,1,5
202,1,69,12,3,69,68,0,0,0,1,0,4,0,0,3
203,0,54,10,0,54,45,0,0,0,0,1,2,1,0,2
204,0,102,22,1,102,100,0,0,0,0,2,3,7,1,5
205,0,84,13,2,84,72,0,0,0,0,0,2,2,2,3
206,1,49,9,0,48,46,0,0,0,1,2,0,3,0,0
207,0,74,13,1,74,59,0,0,0,1,2,0,1,2,4
208,0,91,14,6,91,80,0,0,0,2,0,2,2,0,3
209,0,62,11,2,60,56,0,0,0,0,0,0,2,1,3
210,1,54,9,0,54,48,0,0,0,0,2,4,0,0,1
211,0,87,15,1,87,74,0,1,1,0,1,2,2,0,3
212,1,58,11,0,58,55,0,0,0,0,1,4,3,0,1
213,0,59,9,2,59,50,0,0,0,0,0,2,0,0,4
214,0,90,19,5,84,77,0,0,0,1,1,0,11,1,4
215,1,77,12,4,77,66,0,0,0,1,1,4,0,0,3
216,1,54,10,4,54,47,0,0,0,1,4,3,0,0,0
217,1,74,11,0,70,66,0,0,0,1,0,0,3,0,3
218,1,88,13,2,88,84,0,0,0,1,1,7,2,0,0
219,0,38,8,0,37,38,0,0,0,0,0,0,1,0,3
220,0,9,2,0,9,8,0,0,0,0,0,0,0,0,0
221,0,54,9,1,54,48,0,0,0,1,0,3,2,0,1
222,1,42,7,0,42,38,0,0,0,3,0,1,2,0,0
223,1,93,17,3,93,89,0,0,0,1,0,6,1,0,5
224,1,70,14,0,70,57,0,0,0,2,0,3,3,0,3
225,0,68,12,2,68,57,0,0,0,1,0,1,2,2,3
226,0,45,8,3,45,40,0,0,0,2,1,1,0,1,0
227,0,52,10,0,52,44,0,0,0,0,0,1,3,1,3
228,1,33,6,0,33,29,0,0,0,2,0,0,0,0,1
229,0,47,8,1,47,37,0,0,0,1,0,1,2,0,2
230,1,28,6,1,28,23,0,0,0,3,0,0,1,0,1
231,0,147,27,1,145,125,0,0,0,0,1,3,7,1,7
232,1,54,10,1,54,51,0,0,0,1,1,2,1,0,1
233,1,50,10,1,50,43,0,0,0,0,2,3,1,0,0
234,0,37,6,1,37,32,0,0,0,0,0,1,1,0,0
235,0,48,11,2,48,38,0,0,0,1,1,0,5,1,2
236,1,68,12,1,68,57,0,0,0,2,0,0,3,1,2
237,1,80,13,2,80,75,0,0,0,2,3,3,1,0,2
238,0,71,10,7,71,54,0,0,0,1,0,1,3,1,1
239,1,67,13,7,67,63,0,0,0,3,1,1,3,0,1
240,1,55,11,4,52,52,0,0,0,0,0,4,2,0,2
241,0,89,15,0,85,17,0,1,1,1,2,1,2,0,6
242,1,84,13,0,84,80,0,0,0,1,0,1,3,2,3
243,1,84,15,4,84,79,0,0,0,1,0,2,2,3,4
244,1,78,18,1,75,76,0,0,0,3,1,6,1,1,3
245,1,66,12,1,66,58,0,0,0,2,1,7,1,0,0
246,0,78,12,2,78,67,0,0,0,0,0,2,2,0,4
247,1,50,8,1,50,47,0,0,0,3,0,0,1,1,0
248,0,76,13,1,76,66,0,0,0,0,0,3,3,1,1
249,1,79,13,3,79,67,0,0,0,1,1,3,2,0,3
250,1,68,11,2,68,66,0,0,0,1,0,4,2,0,1
251,0,58,12,2,58,56,0,0,0,0,0,1,5,0,5
252,1,99,16,10,99,95,0,0,0,2,1,8,0,1,1
253,0,43,7,0,43,37,0,0,0,1,1,0,0,0,2
254,1,57,11,0,57,48,0,0,0,1,3,1,0,0,1
255,0,73,16,1,73,64,0,0,0,0,1,0,7,2,2
256,1,85,12,3,82,78,0,0,0,1,0,1,3,0,2
257,1,77,15,3,71,74,0,0,0,4,0,2,1,2,1
258,0,77,13,4,77,65,0,0,0,1,1,0,5,1,1
259,1,79,13,5,79,74,0,0,0,4,0,3,1,0,0
260,1,75,13,1,70,70,0,0,0,1,0,0,5,0,3
261,0,221,36,3,221,190,0,0,0,0,0,2,11,1,9
262,0,85,15,2,85,69,0,1,0,0,1,0,4,2,5
263,0,21,4,0,21,19,0,0,0,0,0,0,1,0,1
264,0,26,5,0,26,20,0,0,0,0,0,0,0,0,2
265,0,104,19,2,104,90,0,0,0,1,1,2,5,2,6
266,0,74,13,2,70,67,0,0,0,1,0,0,6,1,1
267,0,87,12,3,87,66,0,0,0,0,0,1,3,0,3
268,0,72,12,6,72,51,0,0,0,0,0,0,4,1,3
269,1,52,9,1,52,50,0,0,0,0,1,2,2,0,2
270,0,29,5,1,29,26,0,0,0,0,0,1,1,0,1
271,0,121,21,5,117,102,0,0,0,1,1,2,4,0,8
272,1,90,18,4,90,85,0,0,0,2,0,3,6,0,3
273,1,23,6,1,23,20,0,0,0,3,1,1,0,0,0
274,0,79,14,9,79,73,0,0,0,0,0,3,1,1,5
275,1,40,8,0,40,39,0,0,0,1,0,0,1,1,0
276,1,54,9,3,54,53,0,0,0,0,1,2,0,0,0
277,0,113,20,1,113,102,0,0,0,1,0,2,6,2,7
278,1,61,10,0,61,55,0,0,0,2,0,3,3,0,0
279,0,88,13,1,88,81,0,0,0,0,0,0,1,1,3
280,1,44,7,0,44,41,0,0,0,2,1,0,0,1,0
281,1,76,15,2,76,74,0,0,0,2,3,5,1,0,2
282,0,100,18,3,100,88,0,0,0,3,0,2,7,1,3
283,0,78,12,0,78,68,0,0,0,0,0,1,3,1,6
284,0,58,11,3,58,54,0,0,0,0,0,1,2,2,3
285,0,40,5,1,40,37,0,0,0,0,0,0,0,2,2
286,1,58,10,2,58,55,0,0,0,0,1,5,1,0,2
287,1,73,14,1,73,68,0,0,0,3,1,6,1,0,1
288,1,90,16,3,90,82,0,0,0,3,0,6,2,0,1
289,1,48,9,0,48,41,0,0,0,2,0,1,1,1,1
290,1,56,9,2,56,52,0,0,0,1,0,3,3,0,1
291,0,65,9,1,65,58,0,0,0,0,1,0,1,1,3
292,1,81,15,3,81,72,0,0,0,5,1,4,2,0,0
293,0,60,11,0,60,59,0,0,0,1,0,1,2,0,1
294,0,71,12,0,71,69,0,0,0,0,0,0,1,1,6
295,1,64,11,0,64,60,0,0,0,2,3,2,1,0,1
296,1,14,4,1,14,11,0,0,0,0,0,1,0,1,1
297,1,64,11,0,64,61,0,0,0,1,1,4,1,0,2
298,1,59,11,2,59,54,0,0,0,3,3,4,0,0,0
299,1,60,12,0,60,49,0,0,0,2,2,3,2,0,1
300,0,48,7,0,48,42,0,0,0,0,0,2,0,1,1
301,1,79,11,1,79,68,0,0,0,2,2,3,1,0,1
302,0,89,14,6,89,75,0,0,0,0,1,1,4,1,1
303,1,56,9,1,56,51,0,0,0,4,0,3,0,0,0
304,0,17,3,0,17,15,0,0,0,0,0,0,1,0,0
305,1,104,18,5,104,91,0,0,0,0,0,6,3,0,2
306,1,37,8,0,37,35,0,0,0,0,1,2,2,0,2
307,1,57,9,0,57,54,0,0,0,3,1,1,0,0,1
308,0,93,17,3,93,87,0,0,0,0,1,0,3,3,5
309,1,78,15,5,78,74,0,0,0,2,0,5,3,1,2
310,1,65,11,1,65,62,0,0,0,1,2,5,1,0,1
311,1,77,15,1,77,75,0,0,0,3,0,2,2,1,1
312,0,52,10,1,52,42,0,1,1,0,1,1,1,0,3
313,0,77,16,2,76,58,0,1,1,2,0,0,4,4,5
314,0,74,12,4,74,70,0,0,0,0,1,2,0,1,3
315,0,49,10,0,49,38,0,0,0,2,0,2,0,2,1
316,1,23,5,0,23,21,0,0,0,1,1,0,0,0,1
317,1,74,12,0,74,63,0,0,0,0,1,2,3,0,0
318,1,67,12,1,67,60,0,0,0,5,1,2,2,0,0
319,1,42,9,1,42,40,0,0,0,3,0,1,1,0,1
320,0,97,15,6,97,84,0,0,0,0,1,3,3,0,3
321,0,67,12,0,67,59,0,0,0,0,0,1,4,0,3
322,0,83,15,3,83,69,0,0,0,0,0,1,2,1,8
323,1,40,10,0,40,34,0,0,0,4,0,1,1,0,2
324,0,61,9,3,59,47,0,0,0,0,0,0,1,1,2
325,1,96,13,5,96,93,0,0,0,1,0,5,2,0,1
326,1,42,8,0,42,38,0,0,0,3,0,0,2,0,0
327,0,83,14,2,83,21,0,1,1,2,0,1,7,0,2
328,1,52,9,2,52,46,0,0,0,5,0,1,1,0,0
329,1,58,9,3,58,54,0,0,0,2,0,1,1,0,2
330,0,43,8,0,43,37,0,0,0,1,0,0,1,0,5
331,1,53,12,0,49,48,0,0,0,4,0,1,2,0,1
332,0,74,15,0,74,60,0,0,0,1,1,2,2,0,4
333,0,48,9,1,48,41,0,0,0,1,1,1,0,0,0
334,0,47,9,0,47,45,0,0,0,0,1,1,1,0,2
335,1,66,12,0,66,61,0,0,0,3,1,3,1,0,1
336,1,78,13,5,78,74,0,0,0,1,1,4,2,1,0
337,0,79,13,2,79,65,0,0,0,0,0,3,2,2,4
338,0,53,8,2,53,46,0,0,0,0,0,0,0,0,2
339,1,42,8,2,42,39,0,0,0,1,0,2,3,0,0
340,0,46,7,1,40,40,0,0,0,0,0,0,3,1,0
341,0,51,9,0,51,42,0,0,0,2,0,0,1,0,4
342,0,79,15,1,79,14,0,1,0,1,0,2,4,1,1
343,1,56,12,3,56,46,0,0,0,3,0,1,3,0,3
344,1,95,19,4,90,89,0,0,0,1,0,3,5,2,3
345,1,61,12,2,61,50,0,0,0,2,1,2,1,1,2
346,0,58,8,7,58,54,0,0,0,0,1,0,0,2,2
347,1,75,12,1,75,67,0,0,0,1,0,3,3,0,0
348,1,77,13,2,77,73,0,0,0,1,0,3,3,1,2
349,1,66,11,2,66,63,0,0,0,1,0,2,3,0,1
350,1,73,15,3,73,59,0,0,0,0,2,3,1,3,5
351,1,32,6,1,32,29,0,0,0,0,0,2,1,0,1
352,1,68,14,0,68,67,0,0,0,2,0,6,4,0,0
353,1,81,14,2,81,79,0,0,0,1,2,3,1,1,1
354,0,88,13,1,86,85,0,0,0,1,1,0,2,2,4
355,1,34,7,2,34,27,0,0,0,0,0,1,2,0,0
356,1,37,7,1,37,35,0,0,0,1,0,1,0,0,3
357,0,51,10,2,51,47,0,0,0,1,0,1,2,0,2
358,1,73,11,1,73,63,0,0,0,0,0,6,1,0,0
359,1,86,13,3,86,73,0,0,0,0,0,1,2,1,4
360,0,58,8,1,58,57,0,0,0,0,1,0,1,0,3
361,0,68,13,0,68,54,0,0,0,0,0,0,2,2,6
362,1,52,10,1,52,39,0,0,0,1,0,3,3,0,0
363,1,34,7,1,34,33,0,0,0,1,1,2,1,0,0
364,0,74,13,1,74,62,0,0,0,1,0,3,3,1,1
365,1,73,12,2,73,61,0,0,0,1,0,4,2,0,2
366,1,46,8,0,46,44,0,0,0,0,0,4,2,0,0
367,0,81,13,4,81,69,0,0,0,0,1,1,4,1,5
368,0,64,13,1,64,55,0,0,0,0,0,2,7,0,2
369,0,29,6,0,29,25,0,0,0,0,0,1,1,1,2
370,1,52,8,0,52,50,0,0,0,1,1,1,1,0,3
371,0,112,23,48,108,108,0,0,0,1,0,0,17,0,2
372,1,61,12,9,61,59,0,0,0,0,2,2,3,1,1
373,1,71,13,1,71,67,0,1,0,2,0,4,4,0,0
374,0,65,16,1,61,49,0,0,0,0,1,3,3,3,3
375,1,45,9,3,45,43,0,0,0,2,1,2,1,0,2
376,1,83,15,4,83,79,0,0,0,1,4,5,1,1,0
377,0,84,12,1,84,73,0,0,0,0,2,0,1,1,4
378,0,70,12,0,70,60,0,0,0,2,1,1,0,0,6
379,1,38,8,0,34,32,0,0,0,3,1,1,0,0,1
380,0,45,9,2,42,38,1,0,0,1,0,0,2,1,3
381,1,61,12,2,57,56,0,0,0,2,2,2,2,0,1
382,1,51,9,1,51,48,0,0,0,0,0,2,1,1,2
383,0,40,6,3,40,30,0,1,1,0,0,0,1,0,2
384,0,37,10,2,35,22,0,1,0,0,0,1,5,1,0
385,1,85,13,5,84,80,0,0,0,0,1,3,1,0,4
386,0,24,6,0,24,20,0,0,0,0,1,0,2,0,0
387,1,50,9,0,50,47,0,0,0,1,0,1,2,2,0
388,0,130,24,4,130,111,0,0,0,0,1,3,6,2,6
389,1,26,6,1,26,21,0,0,0,1,0,2,1,0,1
390,0,55,10,0,55,48,0,0,0,2,1,1,2,0,0
391,0,93,18,0,91,77,0,0,0,2,0,0,6,2,5
392,1,92,14,3,92,90,0,0,0,1,0,3,2,0,3
393,1,60,11,2,60,50,0,0,0,0,0,4,1,1,0
394,0,43,8,2,41,39,0,0,0,1,0,0,1,1,3
395,0,49,8,1,49,44,0,0,0,0,0,0,2,0,4
396,1,45,8,1,45,43,0,0,0,2,0,2,1,0,1
397,0,74,11,6,71,63,0,0,0,0,0,2,1,1,3
398,1,80,13,0,80,68,0,0,0,2,0,3,2,0,2
399,1,42,8,0,42,39,0,0,0,1,2,1,1,0,0
400,1,98,16,2,98,92,0,1,0,5,1,2,2,0,3
401,1,49,7,1,49,43,0,0,0,1,1,3,0,0,0
402,0,95,16,3,95,81,0,0,0,1,0,2,2,1,9
403,1,63,12,1,63,50,0,0,0,1,0,3,3,0,3
404,1,64,11,2,64,59,0,0,0,3,0,4,1,0,1
405,1,57,10,0,57,48,0,0,0,3,0,0,2,0,1
406,1,42,7,1,42,39,0,0,0,1,1,2,1,0,0
407,1,42,6,2,42,37,0,0,0,0,0,0,1,0,2
408,0,95,15,3,92,86,0,0,0,0,0,2,1,1,5
409,1,76,13,2,76,70,0,0,0,4,1,2,0,0,2
410,1,51,10,1,50,45,0,0,0,3,1,3,1,0,1
411,0,51,8,3,51,19,1,0,0,0,0,1,3,0,2
412,1,84,12,1,84,81,0,0,0,1,0,4,0,0,2
413,1,74,12,0,74,71,0,0,0,1,3,4,2,0,0
414,0,82,15,4,82,66,0,1,1,0,1,2,2,3,4
415,0,32,5,1,32,28,0,0,0,0,1,0,2,0,1
416,0,125,18,10,122,110,0,1,1,1,1,1,4,0,7
417,1,58,11,0,54,49,0,0,0,2,0,4,2,0,2
418,0,14,3,2,8,13,0,0,0,0,0,0,0,0,1
419,1,54,10,1,54,52,0,0,0,2,0,1,2,1,3
420,1,92,16,4,92,89,0,0,0,0,0,7,3,0,2
421,1,77,12,1,77,66,0,0,0,3,0,3,1,1,1
422,0,179,27,6,179,154,0,0,0,0,0,2,9,2,10
423,0,57,12,0,57,52,0,0,0,0,0,0,4,2,5
424,0,103,20,2,103,80,0,0,0,3,1,1,4,0,6
425,0,87,17,1,87,82,0,0,0,0,0,1,4,0,6
426,1,37,7,0,37,35,0,0,0,0,0,1,1,1,0
427,1,84,12,0,84,81,0,0,0,1,0,2,1,1,3
428,0,70,13,1,70,59,0,0,0,2,0,2,3,2,1
429,1,58,10,1,58,55,0,0,0,0,0,3,2,0,1
430,1,77,12,0,77,74,0,0,0,3,1,1,2,0,2
431,1,64,10,4,58,55,0,0,0,0,1,4,1,1,1
432,1,85,14,1,85,80,0,0,0,4,0,3,2,0,2
433,1,26,7,4,25,23,0,0,0,0,1,0,2,2,0
434,1,76,14,0,74,74,0,0,0,1,4,3,1,0,1
