,date,sales,index,trend,de-trend,T-3,T-4,T-5,T-6,T-7,MA3,MA5,Year,Month,Day,Weekday,Weekend,Firstdays,Lastdays
1056,2022-07-07,39,257,33,6,9.0,13.0,18.0,73.0,33.0,27.0,20.6,2022,29.12,7,30.23728813559322,0,0,0
1057,2022-07-08,13,258,33,-20,22.0,9.0,13.0,18.0,73.0,24.0,20.6,2022,29.12,8,27.084745762711865,0,0,0
1058,2022-07-09,1,259,33,-32,20.0,22.0,9.0,13.0,18.0,17.666666666666668,19.0,2022,29.12,9,20.775862068965516,1,0,0
1059,2022-07-13,34,260,33,1,39.0,20.0,22.0,9.0,13.0,16.0,21.4,2022,29.12,13,27.271186440677965,0,0,0
1060,2022-07-14,29,261,33,-4,13.0,39.0,20.0,22.0,9.0,21.333333333333332,23.2,2022,29.12,14,30.23728813559322,0,0,0
1061,2022-07-15,32,262,33,-1,1.0,13.0,39.0,20.0,22.0,31.666666666666668,21.8,2022,29.12,15,27.084745762711865,0,0,0
1062,2022-07-16,34,263,33,1,34.0,1.0,13.0,39.0,20.0,31.666666666666668,26.0,2022,29.12,16,20.775862068965516,1,0,0
1063,2022-07-18,34,264,34,0,29.0,34.0,1.0,13.0,39.0,33.333333333333336,32.6,2022,29.12,18,29.137931034482758,0,0,0
1064,2022-07-19,34,265,34,0,32.0,29.0,34.0,1.0,13.0,34.0,32.6,2022,29.12,19,26.120689655172413,0,0,0
1065,2022-07-20,32,266,34,-2,34.0,32.0,29.0,34.0,1.0,33.333333333333336,33.2,2022,29.12,20,27.271186440677965,0,0,0
1066,2022-07-21,30,267,34,-4,34.0,34.0,32.0,29.0,34.0,32.0,32.8,2022,29.12,21,30.23728813559322,0,0,0
1067,2022-07-22,36,268,34,2,34.0,34.0,34.0,32.0,29.0,32.666666666666664,33.2,2022,29.12,22,27.084745762711865,0,0,0
1068,2022-07-23,40,269,34,6,32.0,34.0,34.0,34.0,32.0,35.333333333333336,34.4,2022,29.12,23,20.775862068965516,1,0,0
1069,2022-07-25,44,270,34,10,30.0,32.0,34.0,34.0,34.0,40.0,36.4,2022,29.12,25,29.137931034482758,0,0,1
1070,2022-07-26,26,271,34,-8,36.0,30.0,32.0,34.0,34.0,36.666666666666664,35.2,2022,29.12,26,26.120689655172413,0,0,1
1071,2022-07-27,56,272,34,22,40.0,36.0,30.0,32.0,34.0,42.0,40.4,2022,29.12,27,27.271186440677965,0,0,1
1072,2022-07-28,55,273,34,21,44.0,40.0,36.0,30.0,32.0,45.666666666666664,44.2,2022,29.12,28,30.23728813559322,0,0,1
1073,2022-07-29,38,274,34,4,26.0,44.0,40.0,36.0,30.0,49.666666666666664,43.8,2022,29.12,29,27.084745762711865,0,0,1
1074,2022-07-30,38,275,35,3,56.0,26.0,44.0,40.0,36.0,43.666666666666664,42.6,2022,29.12,30,20.775862068965516,1,0,1
1075,2022-07-31,1,276,35,-34,55.0,56.0,26.0,44.0,40.0,25.666666666666668,37.6,2022,29.12,31,1.0,1,0,1
1076,2022-08-01,24,277,35,-11,38.0,55.0,56.0,26.0,44.0,21.0,31.2,2022,48.407407407407405,1,29.137931034482758,0,1,0
1077,2022-08-02,32,278,35,-3,38.0,38.0,55.0,56.0,26.0,19.0,26.6,2022,48.407407407407405,2,26.120689655172413,0,1,0
1078,2022-08-03,43,279,35,8,1.0,38.0,38.0,55.0,56.0,33.0,27.6,2022,48.407407407407405,3,27.271186440677965,0,1,0
1079,2022-08-04,26,280,35,-9,24.0,1.0,38.0,38.0,55.0,33.666666666666664,25.2,2022,48.407407407407405,4,30.23728813559322,0,1,0
1080,2022-08-05,22,281,35,-13,32.0,24.0,1.0,38.0,38.0,30.333333333333332,29.4,2022,48.407407407407405,5,27.084745762711865,0,1,0
1081,2022-08-06,29,282,35,-6,43.0,32.0,24.0,1.0,38.0,25.666666666666668,30.4,2022,48.407407407407405,6,20.775862068965516,1,1,0
1082,2022-08-08,59,283,35,24,26.0,43.0,32.0,24.0,1.0,36.666666666666664,35.8,2022,48.407407407407405,8,29.137931034482758,0,0,0
1083,2022-08-09,43,284,35,8,22.0,26.0,43.0,32.0,24.0,43.666666666666664,35.8,2022,48.407407407407405,9,26.120689655172413,0,0,0
1084,2022-08-10,45,285,35,10,29.0,22.0,26.0,43.0,32.0,49.0,39.6,2022,48.407407407407405,10,27.271186440677965,0,0,0
1085,2022-08-11,24,286,36,-12,59.0,29.0,22.0,26.0,43.0,37.333333333333336,40.0,2022,48.407407407407405,11,30.23728813559322,0,0,0
1086,2022-08-12,159,287,36,123,43.0,59.0,29.0,22.0,26.0,76.0,66.0,2022,48.407407407407405,12,27.084745762711865,0,0,0
1087,2022-08-13,21,288,36,-15,45.0,43.0,59.0,29.0,22.0,68.0,58.4,2022,48.407407407407405,13,20.775862068965516,1,0,0
1088,2022-08-15,46,289,36,10,24.0,45.0,43.0,59.0,29.0,75.33333333333333,59.0,2022,48.407407407407405,15,29.137931034482758,0,0,0
1089,2022-08-16,56,290,36,20,159.0,24.0,45.0,43.0,59.0,41.0,61.2,2022,48.407407407407405,16,26.120689655172413,0,0,0
1090,2022-08-17,46,291,36,10,21.0,159.0,24.0,45.0,43.0,49.333333333333336,65.6,2022,48.407407407407405,17,27.271186440677965,0,0,0
1091,2022-08-18,46,292,36,10,46.0,21.0,159.0,24.0,45.0,49.333333333333336,43.0,2022,48.407407407407405,18,30.23728813559322,0,0,0
1092,2022-08-19,47,293,36,11,56.0,46.0,21.0,159.0,24.0,46.333333333333336,48.2,2022,48.407407407407405,19,27.084745762711865,0,0,0
1093,2022-08-20,33,294,36,-3,46.0,56.0,46.0,21.0,159.0,42.0,45.6,2022,48.407407407407405,20,20.775862068965516,1,0,0
1094,2022-08-22,45,295,36,9,46.0,46.0,56.0,46.0,21.0,41.666666666666664,43.4,2022,48.407407407407405,22,29.137931034482758,0,0,0
1095,2022-08-23,43,296,36,7,47.0,46.0,46.0,56.0,46.0,40.333333333333336,42.8,2022,48.407407407407405,23,26.120689655172413,0,0,0
1096,2022-08-24,58,297,37,21,33.0,47.0,46.0,46.0,56.0,48.666666666666664,45.2,2022,48.407407407407405,24,27.271186440677965,0,0,1
1097,2022-08-25,44,298,37,7,45.0,33.0,47.0,46.0,46.0,48.333333333333336,44.6,2022,48.407407407407405,25,30.23728813559322,0,0,1
1098,2022-08-26,35,299,37,-2,43.0,45.0,33.0,47.0,46.0,45.666666666666664,45.0,2022,48.407407407407405,26,27.084745762711865,0,0,1
1099,2022-08-27,42,300,37,5,58.0,43.0,45.0,33.0,47.0,40.333333333333336,44.4,2022,48.407407407407405,27,20.775862068965516,1,0,1
1100,2022-08-29,51,301,37,14,44.0,58.0,43.0,45.0,33.0,42.666666666666664,46.0,2022,48.407407407407405,29,29.137931034482758,0,0,1
1101,2022-08-30,38,302,37,1,35.0,44.0,58.0,43.0,45.0,43.666666666666664,42.0,2022,48.407407407407405,30,26.120689655172413,0,0,1
1102,2022-08-31,150,303,37,113,42.0,35.0,44.0,58.0,43.0,79.66666666666667,63.2,2022,48.407407407407405,31,27.271186440677965,0,0,1
1103,2022-09-01,25,304,37,-12,51.0,42.0,35.0,44.0,58.0,71.0,61.2,2022,46.37837837837838,1,30.23728813559322,0,1,0
1104,2022-09-02,34,305,37,-3,38.0,51.0,42.0,35.0,44.0,69.66666666666667,59.6,2022,46.37837837837838,2,27.084745762711865,0,1,0
1105,2022-09-03,33,306,37,-4,150.0,38.0,51.0,42.0,35.0,30.666666666666668,56.0,2022,46.37837837837838,3,20.775862068965516,1,1,0
1106,2022-09-05,36,307,37,-1,25.0,150.0,38.0,51.0,42.0,34.333333333333336,55.6,2022,46.37837837837838,5,29.137931034482758,0,1,0
1107,2022-09-06,39,308,38,1,34.0,25.0,150.0,38.0,51.0,36.0,33.4,2022,46.37837837837838,6,26.120689655172413,0,1,0
1108,2022-09-07,52,309,38,14,33.0,34.0,25.0,150.0,38.0,42.333333333333336,38.8,2022,46.37837837837838,7,27.271186440677965,0,0,0
1109,2022-09-08,35,310,38,-3,36.0,33.0,34.0,25.0,150.0,42.0,39.0,2022,46.37837837837838,8,30.23728813559322,0,0,0
1110,2022-09-09,44,311,38,6,39.0,36.0,33.0,34.0,25.0,43.666666666666664,41.2,2022,46.37837837837838,9,27.084745762711865,0,0,0
1111,2022-09-10,42,312,38,4,52.0,39.0,36.0,33.0,34.0,40.333333333333336,42.4,2022,46.37837837837838,10,20.775862068965516,1,0,0
1112,2022-09-12,49,313,38,11,35.0,52.0,39.0,36.0,33.0,45.0,44.4,2022,46.37837837837838,12,29.137931034482758,0,0,0
1113,2022-09-13,40,314,38,2,44.0,35.0,52.0,39.0,36.0,43.666666666666664,42.0,2022,46.37837837837838,13,26.120689655172413,0,0,0
1114,2022-09-14,59,315,38,21,42.0,44.0,35.0,52.0,39.0,49.333333333333336,46.8,2022,46.37837837837838,14,27.271186440677965,0,0,0
1115,2022-09-15,53,316,38,15,49.0,42.0,44.0,35.0,52.0,50.666666666666664,48.6,2022,46.37837837837838,15,30.23728813559322,0,0,0
1116,2022-09-16,35,317,38,-3,40.0,49.0,42.0,44.0,35.0,49.0,47.2,2022,46.37837837837838,16,27.084745762711865,0,0,0
1117,2022-09-17,35,318,38,-3,59.0,40.0,49.0,42.0,44.0,41.0,44.4,2022,46.37837837837838,17,20.775862068965516,1,0,0
1118,2022-09-19,66,319,39,27,53.0,59.0,40.0,49.0,42.0,45.333333333333336,49.6,2022,46.37837837837838,19,29.137931034482758,0,0,0
1119,2022-09-20,58,320,39,19,35.0,53.0,59.0,40.0,49.0,53.0,49.4,2022,46.37837837837838,20,26.120689655172413,0,0,0
1120,2022-09-21,19,321,39,-20,35.0,35.0,53.0,59.0,40.0,47.666666666666664,42.6,2022,46.37837837837838,21,27.271186440677965,0,0,0
1121,2022-09-22,116,322,39,77,66.0,35.0,35.0,53.0,59.0,64.33333333333333,58.8,2022,46.37837837837838,22,30.23728813559322,0,0,0
1122,2022-09-23,64,323,39,25,58.0,66.0,35.0,35.0,53.0,66.33333333333333,64.6,2022,46.37837837837838,23,27.084745762711865,0,0,0
1123,2022-09-24,44,324,39,5,19.0,58.0,66.0,35.0,35.0,74.66666666666667,60.2,2022,46.37837837837838,24,20.775862068965516,1,0,1
1124,2022-09-25,1,325,39,-38,116.0,19.0,58.0,66.0,35.0,36.333333333333336,48.8,2022,46.37837837837838,25,1.0,1,0,1
1125,2022-09-26,61,326,39,22,64.0,116.0,19.0,58.0,66.0,35.333333333333336,57.2,2022,46.37837837837838,26,29.137931034482758,0,0,1
1126,2022-09-27,93,327,39,54,44.0,64.0,116.0,19.0,58.0,51.666666666666664,52.6,2022,46.37837837837838,27,26.120689655172413,0,0,1
1127,2022-09-28,56,328,39,17,1.0,44.0,64.0,116.0,19.0,70.0,51.0,2022,46.37837837837838,28,27.271186440677965,0,0,1
1128,2022-09-29,57,329,39,18,61.0,1.0,44.0,64.0,116.0,68.66666666666667,53.6,2022,46.37837837837838,29,30.23728813559322,0,0,1
1129,2022-09-30,82,330,40,42,93.0,61.0,1.0,44.0,64.0,65.0,69.8,2022,46.37837837837838,30,27.084745762711865,0,0,1
1130,2022-10-01,15,331,40,-25,56.0,93.0,61.0,1.0,44.0,51.333333333333336,60.6,2022,39.79245283018868,1,20.775862068965516,1,1,0
1131,2022-10-03,67,332,40,27,57.0,56.0,93.0,61.0,1.0,54.666666666666664,55.4,2022,39.79245283018868,3,29.137931034482758,0,1,0
1132,2022-10-04,20,333,40,-20,82.0,57.0,56.0,93.0,61.0,34.0,48.2,2022,39.79245283018868,4,26.120689655172413,0,1,0
1133,2022-10-05,38,334,40,-2,15.0,82.0,57.0,56.0,93.0,41.666666666666664,44.4,2022,39.79245283018868,5,27.271186440677965,0,1,0
1134,2022-10-06,63,335,40,23,67.0,15.0,82.0,57.0,56.0,40.333333333333336,40.6,2022,39.79245283018868,6,30.23728813559322,0,1,0
1135,2022-10-07,53,336,40,13,20.0,67.0,15.0,82.0,57.0,51.333333333333336,48.2,2022,39.79245283018868,7,27.084745762711865,0,0,0
1136,2022-10-08,33,337,40,-7,38.0,20.0,67.0,15.0,82.0,49.666666666666664,41.4,2022,39.79245283018868,8,20.775862068965516,1,0,0
1137,2022-10-10,66,338,40,26,63.0,38.0,20.0,67.0,15.0,50.666666666666664,50.6,2022,39.79245283018868,10,29.137931034482758,0,0,0
1138,2022-10-11,49,339,40,9,53.0,63.0,38.0,20.0,67.0,49.333333333333336,52.8,2022,39.79245283018868,11,26.120689655172413,0,0,0
1139,2022-10-12,37,340,40,-3,33.0,53.0,63.0,38.0,20.0,50.666666666666664,47.6,2022,39.79245283018868,12,27.271186440677965,0,0,0
1140,2022-10-13,47,341,41,6,66.0,33.0,53.0,63.0,38.0,44.333333333333336,46.4,2022,39.79245283018868,13,30.23728813559322,0,0,0
1141,2022-10-14,66,342,41,25,49.0,66.0,33.0,53.0,63.0,50.0,53.0,2022,39.79245283018868,14,27.084745762711865,0,0,0
1142,2022-10-15,34,343,41,-7,37.0,49.0,66.0,33.0,53.0,49.0,46.6,2022,39.79245283018868,15,20.775862068965516,1,0,0
1143,2022-10-17,84,344,41,43,47.0,37.0,49.0,66.0,33.0,61.333333333333336,53.6,2022,39.79245283018868,17,29.137931034482758,0,0,0
1144,2022-10-18,65,345,41,24,66.0,47.0,37.0,49.0,66.0,61.0,59.2,2022,39.79245283018868,18,26.120689655172413,0,0,0
1145,2022-10-19,25,346,41,-16,34.0,66.0,47.0,37.0,49.0,58.0,54.8,2022,39.79245283018868,19,27.271186440677965,0,0,0
1146,2022-10-20,63,347,41,22,84.0,34.0,66.0,47.0,37.0,51.0,54.2,2022,39.79245283018868,20,30.23728813559322,0,0,0
1147,2022-10-21,79,348,41,38,65.0,84.0,34.0,66.0,47.0,55.666666666666664,63.2,2022,39.79245283018868,21,27.084745762711865,0,0,0
1148,2022-10-22,32,349,41,-9,25.0,65.0,84.0,34.0,66.0,58.0,52.8,2022,39.79245283018868,22,20.775862068965516,1,0,0
1149,2022-10-24,52,350,41,11,63.0,25.0,65.0,84.0,34.0,54.333333333333336,50.2,2022,39.79245283018868,24,29.137931034482758,0,0,1
1150,2022-10-25,74,351,41,33,79.0,63.0,25.0,65.0,84.0,52.666666666666664,60.0,2022,39.79245283018868,25,26.120689655172413,0,0,1
1151,2022-10-26,69,352,42,27,32.0,79.0,63.0,25.0,65.0,65.0,61.2,2022,39.79245283018868,26,27.271186440677965,0,0,1
1152,2022-10-27,67,353,42,25,52.0,32.0,79.0,63.0,25.0,70.0,58.8,2022,39.79245283018868,27,30.23728813559322,0,0,1
1153,2022-10-28,47,354,42,5,74.0,52.0,32.0,79.0,63.0,61.0,61.8,2022,39.79245283018868,28,27.084745762711865,0,0,1
1154,2022-10-29,45,355,42,3,69.0,74.0,52.0,32.0,79.0,53.0,60.4,2022,39.79245283018868,29,20.775862068965516,1,0,1
1155,2022-10-30,1,356,42,-41,67.0,69.0,74.0,52.0,32.0,31.0,45.8,2022,39.79245283018868,30,1.0,1,0,1
1156,2022-10-31,110,357,42,68,47.0,67.0,69.0,74.0,52.0,52.0,54.0,2022,39.79245283018868,31,29.137931034482758,0,0,1
1157,2022-11-01,31,358,42,-11,45.0,47.0,67.0,69.0,74.0,47.333333333333336,46.8,2022,20.58823529411765,1,26.120689655172413,0,1,0
1158,2022-11-02,32,359,42,-10,1.0,45.0,47.0,67.0,69.0,57.666666666666664,43.8,2022,20.58823529411765,2,27.271186440677965,0,1,0
1159,2022-11-03,46,360,42,4,110.0,1.0,45.0,47.0,67.0,36.333333333333336,44.0,2022,20.58823529411765,3,30.23728813559322,0,1,0
1160,2022-11-04,47,361,42,5,31.0,110.0,1.0,45.0,47.0,41.666666666666664,53.2,2022,20.58823529411765,4,27.084745762711865,0,1,0
1161,2022-11-05,20,362,42,-22,32.0,31.0,110.0,1.0,45.0,37.666666666666664,35.2,2022,20.58823529411765,5,20.775862068965516,1,1,0
1162,2022-11-07,40,363,43,-3,46.0,32.0,31.0,110.0,1.0,35.666666666666664,37.0,2022,20.58823529411765,7,29.137931034482758,0,0,0
1163,2022-11-08,35,364,43,-8,47.0,46.0,32.0,31.0,110.0,31.666666666666668,37.6,2022,20.58823529411765,8,26.120689655172413,0,0,0
1164,2022-11-09,26,365,43,-17,20.0,47.0,46.0,32.0,31.0,33.666666666666664,33.6,2022,20.58823529411765,9,27.271186440677965,0,0,0
