,user_id,category_code,percentage
189,1515915625439475315,appliances,1.0
190,1515915625440681960,electronics,1.0
191,1515915625440897313,appliances,0.4
192,1515915625440897313,computers,0.4
193,1515915625440897313,electronics,0.2
194,1515915625444050265,auto,1.0
195,1515915625444653695,electronics,0.8571428571428571
196,1515915625444653695,computers,0.14285714285714285
197,1515915625445142086,computers,1.0
198,1515915625445971424,electronics,0.6363636363636364
199,1515915625445971424,computers,0.36363636363636365
200,1515915625447095000,computers,1.0
201,1515915625448172111,electronics,1.0
202,1515915625448784458,computers,1.0
203,1515915625449531064,computers,1.0
204,1515915625449546530,appliances,1.0
205,1515915625450328730,computers,1.0
206,1515915625450420744,construction,1.0
207,1515915625451779549,computers,1.0
208,1515915625452045412,electronics,1.0
209,1515915625453727914,computers,1.0
210,1515915625454409493,auto,1.0
211,1515915625454960223,computers,1.0
212,1515915625455238422,stationery,1.0
213,1515915625457059599,computers,1.0
214,1515915625458303287,stationery,1.0
215,1515915625460334306,computers,0.9090909090909091
216,1515915625460334306,stationery,0.09090909090909091
217,1515915625460648345,electronics,1.0
218,1515915625461593155,computers,1.0
219,1515915625461596410,electronics,0.8888888888888888
220,1515915625461596410,auto,0.1111111111111111
221,1515915625461657871,computers,1.0
222,1515915625461849559,computers,0.8421052631578947
223,1515915625461849559,electronics,0.15789473684210525
224,1515915625464102825,computers,1.0
225,1515915625465639142,computers,1.0
226,1515915625465740126,computers,1.0
227,1515915625466016884,computers,1.0
228,1515915625466762834,computers,1.0
229,1515915625467000819,computers,1.0
230,1515915625467267855,electronics,1.0
231,1515915625467317663,computers,0.9
232,1515915625467317663,electronics,0.1
233,1515915625467515686,computers,1.0
234,1515915625467827145,construction,1.0
235,1515915625467838805,computers,0.7142857142857143
236,1515915625467838805,electronics,0.2857142857142857
237,1515915625467951113,computers,1.0
238,1515915625468583481,computers,1.0
239,1515915625469270684,construction,1.0
240,1515915625469326626,appliances,1.0
241,1515915625469667205,computers,1.0
242,1515915625469747588,computers,1.0
243,1515915625469806973,appliances,1.0
244,1515915625470179176,electronics,0.5833333333333334
245,1515915625470179176,computers,0.4166666666666667
246,1515915625470557532,computers,1.0
247,1515915625471377786,electronics,1.0
248,1515915625471612175,computers,1.0
249,1515915625472760212,computers,1.0
250,1515915625473177593,auto,1.0
251,1515915625473223205,computers,1.0
252,1515915625473326905,electronics,1.0
253,1515915625473899890,electronics,1.0
254,1515915625473938034,electronics,1.0
255,1515915625473996480,computers,0.9
256,1515915625473996480,electronics,0.1
257,1515915625474287927,computers,0.95
258,1515915625474287927,electronics,0.05
259,1515915625474525347,computers,1.0
260,1515915625474587028,computers,1.0
261,1515915625474888347,computers,0.8846153846153846
262,1515915625474888347,appliances,0.07692307692307693
263,1515915625474888347,electronics,0.038461538461538464
264,1515915625475083496,computers,1.0
265,1515915625475084289,computers,0.39090909090909093
266,1515915625475084289,electronics,0.2545454545454545
267,1515915625475084289,appliances,0.15454545454545454
268,1515915625475084289,construction,0.11818181818181818
269,1515915625475084289,accessories,0.03636363636363636
270,1515915625475084289,auto,0.02727272727272727
271,1515915625475084289,stationery,0.01818181818181818
272,1515915625476087754,computers,0.9166666666666666
273,1515915625476087754,appliances,0.08333333333333333
274,1515915625476168209,computers,1.0
275,1515915625477556963,computers,1.0
276,1515915625477599458,computers,1.0
277,1515915625477761663,electronics,1.0
278,1515915625477767168,computers,1.0
279,1515915625478466567,computers,1.0
280,1515915625478828177,construction,1.0
281,1515915625479238067,electronics,1.0
282,1515915625479524202,electronics,1.0
283,1515915625480855340,electronics,1.0
284,1515915625480914595,computers,1.0
285,1515915625481123857,electronics,1.0
286,1515915625481367404,electronics,0.8235294117647058
287,1515915625481367404,auto,0.17647058823529413
288,1515915625481681679,electronics,1.0
289,1515915625481706156,computers,1.0
290,1515915625481903890,auto,0.8235294117647058
291,1515915625481903890,computers,0.17647058823529413
292,1515915625482383745,auto,1.0
293,1515915625483377183,computers,1.0
294,1515915625483402054,computers,1.0
295,1515915625485116922,computers,1.0
296,1515915625485384850,computers,1.0
297,1515915625485457012,electronics,1.0
298,1515915625485572958,computers,1.0
299,1515915625485721670,computers,1.0
300,1515915625486137570,computers,0.7083333333333334
301,1515915625486137570,electronics,0.25
302,1515915625486137570,appliances,0.041666666666666664
303,1515915625486287223,electronics,1.0
304,1515915625486486431,computers,1.0
305,1515915625492394007,stationery,1.0
306,1515915625492451814,computers,1.0
307,1515915625492851884,electronics,1.0
308,1515915625493171355,computers,1.0
309,1515915625493575351,auto,1.0
310,1515915625493844402,computers,1.0
311,1515915625494083303,computers,1.0
312,1515915625494216267,computers,1.0
313,1515915625494228885,computers,1.0
314,1515915625494371501,stationery,0.8461538461538461
315,1515915625494371501,computers,0.15384615384615385
316,1515915625494574825,computers,1.0
317,1515915625495183120,computers,1.0
318,1515915625495744028,computers,1.0
319,1515915625496075071,computers,0.90625
320,1515915625496075071,auto,0.0625
321,1515915625496075071,electronics,0.03125
322,1515915625496185334,computers,1.0
323,1515915625496832955,computers,0.9411764705882353
324,1515915625496832955,electronics,0.029411764705882353
325,1515915625496832955,appliances,0.029411764705882353
326,1515915625497016569,auto,0.5
327,1515915625497016569,electronics,0.2
328,1515915625497016569,computers,0.16666666666666666
329,1515915625497016569,construction,0.13333333333333333
330,1515915625497051174,computers,0.5454545454545454
331,1515915625497051174,electronics,0.45454545454545453
332,1515915625497266977,computers,1.0
333,1515915625498093228,auto,0.5555555555555556
334,1515915625498093228,electronics,0.4444444444444444
335,1515915625498689538,computers,1.0
336,1515915625498875482,stationery,1.0
337,1515915625499582651,electronics,1.0
338,1515915625499632814,computers,1.0
339,1515915625499720939,computers,1.0
340,1515915625500161617,computers,1.0
341,1515915625503751892,appliances,1.0
342,1515915625503760259,appliances,1.0
343,1515915625503760996,construction,1.0
344,1515915625504063355,computers,1.0
345,1515915625504784533,computers,1.0
346,1515915625504813192,construction,0.9
347,1515915625504813192,auto,0.1
348,1515915625504921813,computers,1.0
349,1515915625505008297,computers,0.9285714285714286
350,1515915625505008297,electronics,0.07142857142857142
351,1515915625505255526,computers,1.0
352,1515915625505475638,auto,1.0
353,1515915625505654593,electronics,1.0
354,1515915625505836757,stationery,0.9523809523809523
355,1515915625505836757,computers,0.047619047619047616
356,1515915625505851272,computers,1.0
357,1515915625506619696,electronics,1.0
358,1515915625506796779,electronics,1.0
359,1515915625506903608,computers,0.6
360,1515915625506903608,stationery,0.3333333333333333
361,1515915625506903608,electronics,0.06666666666666667
362,1515915625507118268,electronics,1.0
363,1515915625507134241,computers,1.0
364,1515915625507478635,appliances,1.0
365,1515915625507479391,electronics,1.0
366,1515915625507596879,computers,1.0
367,1515915625507629493,construction,1.0
368,1515915625507662948,computers,1.0
369,1515915625507980297,electronics,1.0
370,1515915625508051478,computers,1.0
371,1515915625508240652,accessories,1.0
372,1515915625508420653,computers,1.0
373,1515915625508455658,stationery,0.6666666666666666
374,1515915625508455658,computers,0.3333333333333333
375,1515915625509504933,electronics,0.8333333333333334
376,1515915625509504933,computers,0.16666666666666666
377,1515915625509544782,electronics,1.0
378,1515915625509627222,computers,1.0
379,1515915625509677596,electronics,1.0
380,1515915625509711820,computers,1.0
381,1515915625509735724,electronics,1.0
382,1515915625509759714,computers,0.5
383,1515915625509759714,electronics,0.5
384,1515915625509890136,computers,0.75
385,1515915625509890136,appliances,0.25
386,1515915625509974978,electronics,0.9
387,1515915625509974978,computers,0.1
388,1515915625510355798,computers,1.0
389,1515915625510591616,computers,1.0
390,1515915625510661141,computers,1.0
391,1515915625510668770,construction,0.9868421052631579
392,1515915625510668770,appliances,0.013157894736842105
393,1515915625510782943,computers,1.0
394,1515915625510897089,computers,1.0
395,1515915625510934233,computers,1.0
396,1515915625511032339,electronics,0.5
397,1515915625511032339,construction,0.5
398,1515915625511448488,stationery,1.0
399,1515915625511785326,computers,1.0
400,1515915625511791174,country_yard,1.0
401,1515915625511965965,accessories,1.0
402,1515915625512105360,computers,0.7586206896551724
403,1515915625512105360,electronics,0.20689655172413793
404,1515915625512105360,stationery,0.034482758620689655
405,1515915625512176731,stationery,1.0
406,1515915625512183657,computers,1.0
407,1515915625512249365,auto,1.0
408,1515915625512278322,computers,0.9285714285714286
409,1515915625512278322,electronics,0.07142857142857142
410,1515915625512653773,computers,1.0
411,1515915625512723449,computers,1.0
412,1515915625512744121,stationery,1.0
413,1515915625512971505,electronics,0.875
414,1515915625512971505,computers,0.125
415,1515915625513024514,computers,0.9767441860465116
416,1515915625513024514,appliances,0.023255813953488372
417,1515915625513086529,stationery,0.7142857142857143
418,1515915625513086529,computers,0.2857142857142857
419,1515915625513126445,computers,1.0
420,1515915625513219134,stationery,1.0
421,1515915625513225061,electronics,1.0
422,1515915625513248028,auto,0.3333333333333333
423,1515915625513248028,electronics,0.16666666666666666
424,1515915625513248028,appliances,0.16666666666666666
425,1515915625513248028,stationery,0.16666666666666666
426,1515915625513248028,computers,0.16666666666666666
427,1515915625513273985,construction,0.6
428,1515915625513273985,electronics,0.4
429,1515915625513339718,computers,1.0
430,1515915625513339762,computers,1.0
431,1515915625513341971,computers,1.0
432,1515915625513373329,auto,1.0
433,1515915625513574486,computers,0.95
434,1515915625513574486,stationery,0.05
435,1515915625513599785,computers,1.0
436,1515915625513600302,construction,1.0
437,1515915625513600866,computers,0.9
438,1515915625513600866,appliances,0.1
439,1515915625513724586,electronics,1.0
440,1515915625513814233,computers,1.0
441,1515915625513882241,electronics,1.0
442,1515915625513887390,electronics,0.8095238095238095
443,1515915625513887390,construction,0.19047619047619047
444,1515915625514002620,stationery,0.6857142857142857
445,1515915625514002620,computers,0.3142857142857143
446,1515915625514050571,computers,1.0
447,1515915625514097612,computers,1.0
448,1515915625514129744,computers,0.9166666666666666
449,1515915625514129744,electronics,0.08333333333333333
450,1515915625514458321,computers,1.0
451,1515915625514735312,furniture,0.9375
452,1515915625514735312,auto,0.0625
453,1515915625514766440,computers,1.0
454,1515915625514769115,appliances,1.0
455,1515915625515115060,electronics,1.0
456,1515915625515223778,stationery,1.0
457,1515915625515228354,computers,1.0
458,1515915625515318698,computers,1.0
459,1515915625515426823,electronics,1.0
460,1515915625515489728,computers,1.0
461,1515915625515626372,computers,1.0
462,1515915625515698118,appliances,0.5833333333333334
463,1515915625515698118,stationery,0.4166666666666667
464,1515915625515698186,appliances,0.71875
465,1515915625515698186,stationery,0.21875
466,1515915625515698186,computers,0.0625
467,1515915625515911397,construction,0.875
468,1515915625515911397,auto,0.125
469,1515915625515985972,auto,1.0
470,1515915625515999683,auto,1.0
471,1515915625516049946,computers,1.0
472,1515915625516098986,electronics,1.0
473,1515915625516160801,auto,1.0
474,1515915625516239859,stationery,1.0
475,1515915625516279366,electronics,0.6363636363636364
476,1515915625516279366,stationery,0.18181818181818182
477,1515915625516279366,computers,0.18181818181818182
478,1515915625516286544,computers,1.0
479,1515915625516292377,computers,1.0
480,1515915625516323491,computers,0.95
481,1515915625516323491,appliances,0.05
482,1515915625516331993,construction,1.0
483,1515915625516333925,computers,1.0
484,1515915625516357298,computers,1.0
485,1515915625516358183,computers,1.0
486,1515915625516359835,computers,1.0
487,1515915625516401102,computers,1.0
488,1515915625516405088,construction,1.0
489,1515915625516424959,computers,1.0
490,1515915625516434206,computers,1.0
491,1515915625516472175,computers,1.0
492,1515915625516477461,stationery,1.0
493,1515915625516489232,computers,1.0
494,1515915625516490771,computers,1.0
495,1515915625516508051,computers,1.0
496,1515915625516535474,computers,1.0
497,1515915625516562988,computers,1.0
498,1515915625516609226,computers,1.0
499,1515915625516711813,computers,1.0
500,1515915625516722437,computers,1.0
501,1515915625516747708,computers,0.6
502,1515915625516747708,stationery,0.2
503,1515915625516747708,electronics,0.2
504,1515915625516749963,computers,0.9
505,1515915625516749963,stationery,0.1
506,1515915625516769072,computers,1.0
507,1515915625516811919,computers,1.0
508,1515915625516814007,computers,1.0
509,1515915625516831655,construction,1.0
510,1515915625516952270,furniture,1.0
511,1515915625517018253,electronics,1.0
512,1515915625517024390,computers,1.0
513,1515915625517032859,electronics,1.0
514,1515915625517047394,computers,1.0
515,1515915625517047900,computers,1.0
516,1515915625517085890,appliances,1.0
517,1515915625517090468,computers,1.0
518,1515915625517157136,computers,1.0
519,1515915625517305727,computers,1.0
520,1515915625517386797,electronics,1.0
521,1515915625517393617,electronics,1.0
522,1515915625517567734,electronics,1.0
523,1515915625517579630,computers,1.0
524,1515915625517660565,auto,1.0
525,1515915625517671599,computers,1.0
526,1515915625517679329,electronics,1.0
527,1515915625517780037,computers,1.0
528,1515915625517787550,computers,1.0
529,1515915625517825350,computers,0.9333333333333333
530,1515915625517825350,stationery,0.06666666666666667
531,1515915625517844616,electronics,1.0
532,1515915625517883203,computers,1.0
533,1515915625517905050,computers,0.9444444444444444
534,1515915625517905050,stationery,0.05555555555555555
535,1515915625517946481,electronics,1.0
536,1515915625517979151,computers,1.0
537,1515915625518056977,electronics,1.0
538,1515915625518086046,electronics,1.0
539,1515915625518112609,computers,1.0
540,1515915625518118882,stationery,0.5555555555555556
541,1515915625518118882,computers,0.4444444444444444
542,1515915625518171389,electronics,1.0
543,1515915625518199573,computers,1.0
544,1515915625518222037,computers,1.0
545,1515915625518239165,construction,1.0
546,1515915625518278964,computers,1.0
547,1515915625518289462,computers,1.0
548,1515915625518296794,computers,1.0
549,1515915625518324152,computers,1.0
550,1515915625518413087,electronics,1.0
551,1515915625518413832,electronics,0.6666666666666666
552,1515915625518413832,auto,0.3333333333333333
553,1515915625518435582,electronics,1.0
554,1515915625518472854,computers,0.5555555555555556
555,1515915625518472854,stationery,0.3333333333333333
556,1515915625518472854,electronics,0.1111111111111111
557,1515915625518476607,electronics,1.0
558,1515915625518505160,construction,0.75
559,1515915625518505160,jewelry,0.25
560,1515915625518508128,electronics,1.0
561,1515915625518565311,computers,0.6
562,1515915625518565311,accessories,0.4
563,1515915625518569572,computers,1.0
564,1515915625518575707,computers,1.0
565,1515915625518591968,computers,1.0
566,1515915625518710964,computers,1.0
567,1515915625518805122,computers,1.0
568,1515915625518811562,computers,1.0
569,1515915625518836854,computers,1.0
570,1515915625518901432,computers,1.0
571,1515915625518941446,computers,1.0
572,1515915625518988628,computers,1.0
573,1515915625519044580,computers,1.0
574,1515915625519045356,electronics,1.0
575,1515915625519064114,computers,1.0
576,1515915625519079553,electronics,1.0
577,1515915625519082162,computers,1.0
578,1515915625519107912,appliances,0.8461538461538461
579,1515915625519107912,furniture,0.15384615384615385
580,1515915625519110483,auto,1.0
581,1515915625519218141,construction,1.0
582,1515915625519236352,computers,1.0
583,1515915625519280914,stationery,0.9
584,1515915625519280914,computers,0.1
585,1515915625519327962,computers,1.0
586,1515915625519334445,computers,1.0
587,1515915625519336460,electronics,1.0
588,1515915625519344914,computers,1.0
589,1515915625519356010,computers,1.0
590,1515915625519358012,appliances,0.6666666666666666
591,1515915625519358012,stationery,0.16666666666666666
592,1515915625519358012,electronics,0.16666666666666666
593,1515915625519366985,electronics,1.0
594,1515915625519412753,stationery,1.0
595,1515915625519417750,computers,1.0
596,1515915625519428864,appliances,1.0
597,1515915625519440102,electronics,1.0
598,1515915625519440686,electronics,1.0
599,1515915625519450632,electronics,1.0
600,1515915625519457150,computers,1.0
601,1515915625519483732,computers,1.0
602,1515915625519489760,auto,1.0
603,1515915625519495480,computers,0.6111111111111112
604,1515915625519495480,electronics,0.3888888888888889
605,1515915625519498155,electronics,1.0
606,1515915625519499707,computers,1.0
607,1515915625519512901,electronics,0.8823529411764706
608,1515915625519512901,construction,0.11764705882352941
609,1515915625519522275,computers,1.0
610,1515915625519527289,computers,1.0
611,1515915625519559755,electronics,1.0
612,1515915625519574212,computers,1.0
613,1515915625519575396,computers,1.0
614,1515915625519577424,stationery,1.0
615,1515915625519587896,auto,1.0
616,1515915625519637881,computers,1.0
617,1515915625519644907,stationery,0.8333333333333334
618,1515915625519644907,computers,0.16666666666666666
619,1515915625519653851,electronics,1.0
620,1515915625519659113,auto,1.0
621,1515915625519668959,computers,1.0
622,1515915625519680105,computers,1.0
623,1515915625519680971,computers,1.0
624,1515915625519683887,electronics,1.0
625,1515915625519685961,computers,1.0
626,1515915625519692031,electronics,1.0
627,1515915625519695489,appliances,1.0
628,1515915625519703604,electronics,0.6428571428571429
629,1515915625519703604,auto,0.35714285714285715
630,1515915625519703644,computers,1.0
631,1515915625519703999,computers,0.5454545454545454
632,1515915625519703999,stationery,0.45454545454545453
633,1515915625519715209,computers,1.0
634,1515915625519715781,computers,1.0
635,1515915625519716584,computers,1.0
636,1515915625519721864,computers,1.0
637,1515915625519735660,computers,1.0
638,1515915625519739637,stationery,1.0
639,1515915625519741402,computers,1.0
640,1515915625519747306,stationery,1.0
641,1515915625519756152,computers,1.0
642,1515915625519756191,electronics,1.0
643,1515915625519765122,computers,1.0
644,1515915625519785573,construction,1.0
645,1515915625519791407,computers,1.0
646,1515915625519791861,electronics,0.8
647,1515915625519791861,computers,0.1
648,1515915625519791861,auto,0.1
649,1515915625519811336,auto,1.0
650,1515915625519816449,construction,1.0
651,1515915625519818962,computers,1.0
652,1515915625519854720,electronics,0.6428571428571429
653,1515915625519854720,auto,0.35714285714285715
654,1515915625519861582,computers,1.0
655,1515915625519868439,stationery,0.7777777777777778
656,1515915625519868439,computers,0.2222222222222222
657,1515915625519890231,auto,0.3333333333333333
658,1515915625519890231,electronics,0.3333333333333333
659,1515915625519890231,computers,0.3333333333333333
660,1515915625519895052,stationery,1.0
661,1515915625519905171,electronics,1.0
662,1515915625519913714,computers,1.0
663,1515915625519918512,computers,1.0
664,1515915625519923302,appliances,1.0
665,1515915625519949107,computers,1.0
666,1515915625519949698,stationery,1.0
667,1515915625519952479,computers,1.0
668,1515915625519991781,computers,1.0
669,1515915625519995261,computers,1.0
670,1515915625520000581,electronics,1.0
671,1515915625520001931,electronics,1.0
672,1515915625520017577,electronics,1.0
673,1515915625520025806,computers,1.0
674,1515915625520030557,construction,1.0
675,1515915625520038165,electronics,1.0
676,1515915625520061202,computers,0.8888888888888888
677,1515915625520061202,electronics,0.1111111111111111
678,1515915625520068159,computers,1.0
679,1515915625520069286,construction,0.6428571428571429
680,1515915625520069286,electronics,0.35714285714285715
681,1515915625520069489,electronics,1.0
682,1515915625520070184,computers,1.0
683,1515915625520070468,electronics,1.0
684,1515915625520076895,auto,1.0
685,1515915625520110155,construction,1.0
686,1515915625520113390,computers,1.0
687,1515915625520133438,appliances,1.0
688,1515915625520133905,computers,1.0
689,1515915625520143076,computers,1.0
690,1515915625520143703,electronics,1.0
691,1515915625520145435,computers,1.0
692,1515915625520166830,auto,1.0
693,1515915625520167554,computers,1.0
694,1515915625520168475,computers,1.0
695,1515915625520171216,computers,1.0
696,1515915625520174925,auto,1.0
697,1515915625520175322,construction,0.9130434782608695
698,1515915625520175322,electronics,0.08695652173913043
699,1515915625520176053,appliances,1.0
700,1515915625520185806,computers,1.0
701,1515915625520191157,computers,0.96
702,1515915625520191157,electronics,0.04
703,1515915625520194332,computers,0.723404255319149
704,1515915625520194332,electronics,0.2553191489361702
705,1515915625520194332,country_yard,0.02127659574468085
706,1515915625520195914,computers,1.0
707,1515915625520205065,computers,1.0
708,1515915625520205143,computers,1.0
709,1515915625520205297,computers,1.0
710,1515915625520205302,computers,1.0
711,1515915625520205740,computers,0.8888888888888888
712,1515915625520205740,auto,0.1111111111111111
713,1515915625520211071,construction,1.0
714,1515915625520215075,computers,1.0
715,1515915625520227072,computers,1.0
716,1515915625520229333,electronics,1.0
717,1515915625520230306,electronics,1.0
718,1515915625520231324,computers,1.0
719,1515915625520231973,appliances,1.0
720,1515915625520237089,electronics,1.0
721,1515915625520241169,computers,1.0
722,1515915625520255060,computers,1.0
723,1515915625520267868,computers,1.0
724,1515915625520277900,computers,1.0
725,1515915625520283985,computers,1.0
726,1515915625520287624,computers,1.0
727,1515915625520301473,construction,1.0
728,1515915625520304664,electronics,1.0
729,1515915625520307032,appliances,1.0
730,1515915625520312334,stationery,0.5714285714285714
731,1515915625520312334,computers,0.42857142857142855
732,1515915625520314015,construction,1.0
733,1515915625520321485,computers,1.0
734,1515915625520339367,electronics,1.0
735,1515915625520342229,auto,1.0
736,1515915625520357953,computers,1.0
737,1515915625520363122,electronics,1.0
738,1515915625520384288,electronics,1.0
739,1515915625520395279,electronics,0.7391304347826086
740,1515915625520395279,computers,0.2608695652173913
741,1515915625520406489,stationery,1.0
742,1515915625520408984,computers,1.0
743,1515915625520420291,construction,1.0
744,1515915625520425181,computers,1.0
745,1515915625520431907,computers,1.0
746,1515915625520432632,computers,0.9142857142857143
747,1515915625520432632,appliances,0.05714285714285714
