Date,qty_ordered
2020-12-29,2
2020-12-29,3
2021-04-05,1
2021-04-05,1
2021-04-06,1
2021-04-08,1
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-27,2
2020-12-27,2
2020-12-27,2
2020-12-27,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-23,2
2020-12-23,2
2020-12-23,2
2020-12-23,2
2020-12-23,1
2020-12-23,5
2020-12-26,2
2020-12-26,3
2020-12-26,2
2021-04-02,2
2021-04-08,2
2021-04-08,2
2021-04-08,2
2021-04-18,2
2021-06-06,1
2020-12-20,2
2020-12-20,3
2020-12-20,3
2020-12-20,2
2020-12-20,2
2020-12-21,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-21,2
2020-12-21,2
2020-12-21,2
2020-12-24,2
2020-12-24,2
2020-12-27,2
2020-12-27,3
2020-12-27,3
2020-12-27,3
2020-12-27,3
2020-12-27,3
2020-12-27,3
2020-12-27,3
2020-12-27,3
2020-12-27,3
2020-12-27,3
2020-12-27,3
2020-12-27,3
2021-06-19,1
2021-06-25,3
2021-09-16,2
2021-09-16,3
2021-09-16,10
2020-12-20,1
2020-12-20,2
2020-12-20,1
2020-12-20,2
2020-12-20,2
2021-01-02,3
2021-01-16,2
2021-01-29,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,3
2020-12-20,2
2020-12-20,3
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-27,2
2020-12-27,2
2020-12-27,2
2020-12-20,3
2021-04-03,3
2021-04-03,2
2021-06-20,4
2021-06-20,9
2021-06-20,11
2021-06-20,11
2021-06-20,3
2021-06-20,11
2021-06-20,4
2021-06-27,21
2021-06-27,13
2020-12-20,2
2020-12-20,2
2020-12-20,3
2020-12-20,3
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-27,2
2021-01-19,3
2021-01-19,3
2021-04-25,5
2021-04-25,2
2021-04-25,5
2020-12-20,2
2020-12-20,2
2020-12-20,3
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-23,3
2020-12-23,3
2020-12-20,3
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,1
2020-12-20,2
2020-12-21,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-22,2
2020-12-20,3
2020-12-20,3
2020-12-20,3
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,1
2020-12-20,2
2020-12-20,3
2020-12-20,2
2020-12-23,1
2020-12-23,1
2020-12-23,2
2020-12-23,2
2020-12-23,2
2020-12-23,2
2020-12-23,2
2020-12-23,2
2020-12-24,3
2020-12-24,2
2020-12-25,3
2020-12-25,2
2021-05-31,2
2021-08-03,2
2021-08-03,2
2021-08-03,2
2020-12-20,1
2020-12-22,1
2020-12-22,2
2020-12-22,2
2021-01-16,2
2021-01-16,2
2020-12-20,2
2020-12-20,3
2020-12-20,3
2020-12-20,2
2020-12-21,1
2020-12-21,1
2020-12-25,2
2020-12-27,2
2020-12-27,2
2021-05-02,2
2021-05-03,2
2021-07-25,3
2020-12-20,2
2020-12-20,2
2020-12-21,2
2020-12-21,2
2021-01-05,2
2021-01-25,2
2021-01-25,2
2021-01-25,2
2021-02-12,2
2021-02-12,2
2021-02-12,2
2021-02-12,2
2021-04-24,2
2021-04-24,2
2021-05-24,2
2021-06-06,4
2021-06-06,11
2021-06-06,2
2021-07-21,1
2021-08-12,2
2021-08-12,2
2021-08-12,2
2021-08-12,2
2021-08-12,2
2021-08-12,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-23,2
2020-12-23,3
2020-12-23,3
2020-12-23,2
2020-12-23,2
2020-12-20,2
2020-12-20,3
2020-12-20,2
2020-12-20,3
2020-12-24,2
2021-05-19,2
2021-05-19,2
2020-12-20,4
2020-12-23,1
2020-12-23,1
2020-12-23,1
2020-12-23,1
2020-12-23,1
2020-12-23,1
2020-12-23,1
2020-12-24,5
2020-12-24,5
2020-12-24,5
2020-12-24,3
2020-12-24,3
2020-12-24,3
2020-12-24,3
2020-12-24,3
2020-12-24,3
2020-12-26,2
2020-12-26,2
2020-12-26,2
2020-12-26,2
2020-12-26,2
2020-12-26,2
2020-12-26,2
2020-12-26,2
2020-12-26,2
2020-12-26,5
2020-12-26,3
2020-12-26,3
2020-12-26,3
2020-12-27,3
2020-12-27,5
2020-12-27,3
2020-12-27,3
2020-12-27,3
2020-12-27,3
2020-12-27,3
2020-12-27,3
2020-12-27,3
2020-12-27,3
2020-12-27,3
2020-12-27,3
2020-12-27,3
2021-04-10,5
2021-04-10,4
2021-04-10,3
2021-09-15,3
2020-12-20,3
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,3
2020-12-20,2
2020-12-20,3
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,3
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-26,2
2020-12-26,2
2021-05-24,2
2021-05-24,2
2020-12-20,2
2020-12-20,3
2020-12-20,3
2020-12-20,3
2020-12-20,3
2020-12-23,2
2021-04-01,2
2021-04-01,2
2021-04-01,2
2021-04-01,2
2021-04-25,1
2021-04-25,3
2021-04-25,3
2021-04-25,3
2021-04-25,3
2021-04-25,3
2021-04-25,1
2021-04-25,1
2021-06-08,1
2021-06-08,1
2021-06-09,2
2021-06-09,2
2020-12-20,2
2020-12-20,3
2020-12-21,2
2020-12-21,3
2020-12-23,1
2020-12-25,2
2020-12-30,2
2021-09-30,2
2021-09-30,3
2020-12-20,1
2020-12-20,2
2020-12-20,1
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2021-01-29,2
2020-12-20,4
2020-12-20,3
2020-12-20,1
2020-12-20,2
2020-12-20,2
2020-12-20,5
2020-12-20,3
2020-12-20,3
2020-12-20,3
2020-12-20,3
2020-12-20,3
2020-12-20,3
2020-12-20,1
2020-12-20,1
2020-12-20,1
2020-12-20,1
2020-12-20,3
2020-12-20,2
2020-12-20,2
2020-12-20,5
2020-12-20,3
2020-12-27,2
2020-12-27,5
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-25,2
2020-12-25,2
2020-12-25,2
2020-12-25,2
2020-12-20,2
2020-12-20,2
2020-12-20,3
2020-12-20,3
2020-12-20,3
2020-12-20,3
2020-12-20,3
2020-12-20,3
2020-12-20,3
2020-12-20,3
2020-12-20,3
2020-12-20,3
2020-12-20,3
2020-12-20,3
2020-12-20,3
2020-12-23,3
2020-12-23,3
2020-12-23,3
2020-12-23,3
2020-12-23,3
2020-12-23,3
2020-12-23,3
2020-12-23,3
2020-12-23,3
2020-12-23,3
2020-12-23,3
2020-12-24,3
2020-12-29,3
2020-12-29,3
2020-12-20,3
2020-12-24,2
2020-12-24,2
2021-08-30,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,3
2020-12-20,3
2020-12-20,3
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,1
2020-12-20,2
2020-12-20,1
2020-12-26,2
2020-12-26,2
2020-12-29,3
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,3
2020-12-20,2
2020-12-20,2
2020-12-20,3
2020-12-27,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,1
2020-12-20,5
2020-12-20,4
2020-12-20,4
2020-12-21,1
2020-12-21,1
2020-12-22,3
2021-01-02,2
2021-01-05,2
2021-01-17,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,1
2020-12-20,1
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-21,2
2020-12-21,2
2020-12-24,2
2020-12-24,2
2020-12-27,3
2020-12-27,2
2020-12-27,2
2020-12-27,2
2020-12-27,1
2020-12-30,2
2020-12-30,2
2020-12-30,2
2020-12-30,2
2020-12-30,1
2020-12-30,1
2020-12-30,1
2020-12-30,1
2021-01-15,4
2021-01-17,2
2021-01-24,2
2020-12-20,2
2021-02-02,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,3
2020-12-20,4
2020-12-20,1
2020-12-20,3
2020-12-20,3
2020-12-20,2
2020-12-20,2
2020-12-20,3
2020-12-20,1
2020-12-20,3
2020-12-20,3
2020-12-20,3
2020-12-20,3
2020-12-22,2
2020-12-22,2
2021-03-01,6
2021-03-01,7
2021-06-27,4
2021-06-27,7
2021-06-27,6
2021-06-27,7
2021-06-27,6
2020-12-20,2
2020-12-20,1
2020-12-23,3
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2021-06-16,1
2021-06-16,1
2021-06-16,1
2021-06-16,2
2021-06-16,1
2021-06-16,2
2021-06-16,2
2021-06-16,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,3
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-22,1
2020-12-23,2
2020-12-27,3
2020-12-27,2
2020-12-27,2
2020-12-27,2
2020-12-27,2
2020-12-27,2
2020-12-27,2
2020-12-27,2
2020-12-27,2
2020-12-27,2
2020-12-27,2
2020-12-27,2
2020-12-20,2
2020-12-20,2
2020-12-20,3
2020-12-20,1
2020-12-20,1
2020-12-20,2
2020-12-21,2
2020-12-21,2
2020-12-21,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,4
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-21,2
2020-12-21,2
2020-12-20,3
2020-12-20,3
2020-12-20,3
2020-12-20,3
2020-12-20,3
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,1
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,3
2020-12-20,3
2020-12-20,2
2020-12-20,3
2020-12-20,3
2020-12-20,2
2020-12-20,2
2020-12-20,3
2020-12-20,3
2020-12-20,2
2020-12-20,2
2020-12-20,3
2020-12-20,3
2020-12-20,3
2020-12-20,3
2020-12-20,3
2020-12-20,3
2020-12-20,3
2020-12-20,3
2020-12-20,3
2020-12-27,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-29,2
2021-05-12,2
2021-05-12,2
2021-05-12,2
2021-05-12,2
2021-05-12,2
2021-05-12,2
2021-05-12,2
2021-05-12,2
2020-12-20,3
2020-12-20,1
2021-04-17,2
2021-05-02,2
2021-05-02,2
2021-07-27,2
2021-07-27,2
2021-07-27,2
2020-12-20,3
2020-12-20,3
2020-12-26,4
2020-12-26,3
2020-12-26,2
2021-08-25,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,3
2020-12-27,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2021-04-04,2
2020-12-20,3
2020-12-20,3
2020-12-20,3
2020-12-20,3
2021-04-01,2
2021-04-01,2
2021-04-16,2
2021-04-16,2
2021-06-06,2
2021-06-06,1
2020-12-20,2
2020-12-20,1
2020-12-20,4
2020-12-20,4
2020-12-20,4
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-21,4
2020-12-21,4
2020-12-21,3
2020-12-21,2
2020-12-21,2
2020-12-21,3
2020-12-21,2
2020-12-21,2
2020-12-21,2
2020-12-21,2
2020-12-21,2
2020-12-21,2
2020-12-23,3
2020-12-24,2
2020-12-24,2
2020-12-24,2
2020-12-24,2
2020-12-30,2
2020-12-20,3
2021-03-01,10
2021-03-01,6
2021-03-01,11
2021-03-01,11
2021-03-01,2
2021-03-01,2
2021-03-01,2
2021-03-20,2
2021-03-20,2
2021-03-20,14
2021-09-14,2
2020-12-20,2
2020-12-24,2
2020-12-20,3
2020-12-20,2
2020-12-23,2
2020-12-25,2
2020-12-25,2
2020-12-20,3
2020-12-20,3
2020-12-20,3
2020-12-20,2
2020-12-21,2
2020-12-21,2
2020-12-27,1
2020-12-27,1
2020-12-27,3
2020-12-27,3
2020-12-20,2
2020-12-20,3
2020-12-20,3
2020-12-20,3
2020-12-20,2
2020-12-20,2
2020-12-24,3
2020-12-26,2
2020-12-27,3
2020-12-27,3
2020-12-27,3
2020-12-27,2
2020-12-27,2
2020-12-27,2
2020-12-27,2
2020-12-20,2
2020-12-20,2
2020-12-31,2
2021-01-07,2
2020-12-20,2
2020-12-20,2
2020-12-27,3
2020-12-27,3
2020-12-20,2
2020-12-20,2
2020-12-20,1
2020-12-20,2
2020-12-20,3
2020-12-20,3
2020-12-20,3
2020-12-20,2
2020-12-20,2
2020-12-21,2
2020-12-21,2
2020-12-21,2
2020-12-21,2
2021-09-16,2
2021-09-16,4
2021-09-16,4
2021-09-16,2
2020-12-20,2
2020-12-20,1
2020-12-20,2
2020-12-20,3
2021-03-05,2
2021-03-05,2
2021-03-05,2
2020-12-20,3
2020-12-20,3
2020-12-20,3
2020-12-28,2
2021-01-17,2
2021-05-02,2
2021-08-25,2
2020-12-20,2
2020-12-20,4
2020-12-20,4
2021-05-09,2
2021-05-09,2
2021-05-09,2
2021-05-09,2
2021-05-09,2
2021-05-09,2
2021-05-09,2
2021-05-09,2
2021-05-09,2
2021-05-09,2
2021-05-09,2
2021-05-18,3
2021-05-18,11
2021-05-18,21
2021-05-23,2
2020-12-20,2
2020-12-20,3
2020-12-20,2
2020-12-20,2
2020-12-20,3
2021-07-06,2
2021-07-06,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,3
2020-12-20,3
2020-12-27,3
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-28,2
2020-12-28,2
2020-12-28,2
2020-12-28,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,1
2020-12-20,1
2020-12-20,2
2021-03-04,2
2021-03-04,2
2021-03-04,2
2021-03-11,3
2021-03-11,3
2021-03-11,2
2020-12-20,1
2020-12-20,3
2020-12-20,3
2020-12-20,3
2020-12-20,2
2020-12-20,2
2020-12-20,3
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,3
2020-12-20,2
2020-12-20,2
2020-12-21,3
2020-12-21,2
2020-12-21,2
2021-02-07,2
2021-02-07,2
2021-02-07,2
2021-02-07,3
2021-02-07,5
2021-02-07,9
2021-02-07,5
2021-02-07,9
2021-02-07,5
2021-02-07,9
2021-02-07,5
2021-02-07,9
2021-02-07,5
2021-02-07,9
2021-02-07,5
2021-02-07,9
2021-02-07,5
2021-02-07,5
2021-02-07,5
2021-04-25,11
2021-04-25,11
2021-04-25,11
2021-04-25,11
2021-04-25,11
2021-04-25,11
2021-04-25,11
2021-04-25,11
2021-04-25,11
2021-04-25,11
2021-04-25,11
2021-06-13,11
2021-06-13,11
2021-06-13,11
2021-06-13,11
2021-06-13,6
2021-06-20,6
2021-06-26,3
2021-06-26,6
2021-06-27,11
2021-06-27,11
2021-06-27,9
2021-06-27,2
2021-06-27,1
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-21,2
2020-12-21,2
2020-12-21,2
2020-12-21,2
2020-12-21,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,3
2021-01-28,2
2021-01-28,2
2021-02-07,3
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,1
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2021-02-03,1
2021-02-03,1
2021-02-03,1
2021-02-03,1
2021-03-24,2
2021-03-24,2
2021-03-24,2
2021-03-24,2
2020-12-20,2
2020-12-20,1
2020-12-20,1
2020-12-20,2
2020-12-20,1
2020-12-20,2
2020-12-20,2
2020-12-20,3
2020-12-20,2
2021-01-26,2
2021-01-26,2
2020-12-20,2
2020-12-21,2
2020-12-22,2
2020-12-28,3
2020-12-30,2
2020-12-30,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-24,3
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-28,2
2020-12-29,1
2021-03-22,1
2021-03-30,2
2020-12-20,1
2020-12-20,2
2020-12-20,2
2020-12-20,3
2020-12-20,2
2020-12-20,3
2020-12-20,3
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,1
2020-12-20,3
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,1
2020-12-20,2
2020-12-20,2
2020-12-20,3
2020-12-22,4
2020-12-22,4
2021-03-20,4
2021-03-20,4
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,1
2020-12-24,2
2020-12-24,2
2020-12-25,2
2020-12-25,2
2020-12-25,2
2020-12-25,2
2020-12-25,2
2020-12-25,2
2020-12-25,2
2020-12-25,2
2020-12-31,2
2021-01-09,2
2020-12-20,2
2020-12-26,2
2020-12-20,2
2020-12-20,3
2020-12-25,3
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-21,2
2020-12-21,2
2020-12-21,2
2020-12-20,3
2020-12-20,3
2020-12-20,3
2020-12-20,3
2020-12-20,2
2020-12-20,2
2020-12-21,3
2020-12-22,3
2020-12-24,3
2020-12-25,3
2021-01-02,2
2021-01-02,5
2021-01-26,4
2021-01-26,4
2021-01-27,11
2020-12-20,1
2020-12-20,2
2020-12-20,2
2020-12-25,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,3
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,3
2020-12-20,3
2020-12-20,3
2020-12-20,3
2020-12-20,3
2020-12-20,5
2020-12-20,3
2020-12-20,3
2020-12-20,5
2020-12-20,3
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,3
2020-12-21,3
2020-12-29,2
2020-12-29,2
2020-12-29,2
2020-12-29,2
2020-12-30,2
2020-12-30,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2021-01-06,2
2020-12-20,1
2020-12-20,2
2020-12-20,2
2020-12-20,3
2020-12-20,3
2020-12-20,3
2020-12-20,3
2020-12-21,3
2020-12-21,3
2020-12-24,3
2020-12-29,1
2020-12-20,1
2020-12-20,1
2020-12-20,3
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-25,2
2020-12-25,2
2020-12-25,2
2020-12-27,2
2020-12-27,2
2020-12-27,2
2020-12-27,2
2020-12-27,2
2020-12-27,3
2020-12-27,2
2020-12-27,3
2020-12-27,2
2020-12-27,2
2020-12-27,2
2020-12-20,1
2020-12-20,3
2020-12-20,3
2020-12-23,2
2020-12-25,2
2020-12-25,3
2020-12-25,2
2020-12-27,3
2020-12-27,3
2020-12-27,3
2020-12-27,3
2020-12-28,2
2020-12-28,2
2020-12-28,2
2020-12-28,1
2020-12-28,2
2021-04-01,2
2021-08-29,11
2021-08-29,11
2021-08-29,11
2021-08-29,11
2021-08-29,11
2021-08-29,11
2021-08-29,11
2021-08-29,11
2021-08-29,11
2021-08-29,5
2021-08-29,11
2021-08-29,11
2021-08-29,11
2021-08-29,11
2021-08-29,41
2021-08-29,11
2021-08-29,11
2021-08-29,11
2021-08-29,11
2021-08-29,11
2021-08-29,11
2021-08-29,11
2021-08-29,11
2021-08-29,11
2021-08-29,11
2021-08-29,5
2021-08-29,11
2021-08-29,11
2021-08-29,11
2021-08-29,11
2021-08-29,41
2021-08-29,11
2020-12-20,2
2020-12-20,3
2020-12-20,2
2020-12-31,2
2020-12-31,2
2020-12-31,2
2021-01-02,2
2021-01-02,2
2021-01-02,2
2021-01-02,2
2021-06-14,2
2020-12-20,3
2020-12-24,2
2020-12-25,3
2020-12-25,3
2021-01-31,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2021-05-11,2
2021-05-11,2
2020-12-20,1
2020-12-20,1
2020-12-20,1
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,3
2020-12-20,3
2020-12-20,3
2020-12-20,3
2020-12-27,2
2020-12-20,2
2020-12-20,2
2020-12-24,2
2020-12-24,2
2020-12-24,2
2020-12-24,2
2021-01-15,2
2021-01-22,2
2021-02-01,2
2021-02-03,2
2021-07-01,2
2021-07-01,2
2021-07-01,2
2020-12-20,1
2020-12-20,2
2020-12-20,4
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-24,2
2021-02-07,8
2021-02-07,11
2021-02-07,11
2021-02-07,6
2021-02-07,11
2021-02-07,11
2021-02-07,8
2021-02-07,11
2021-02-07,11
2021-02-07,6
2021-02-07,11
2021-02-07,11
2021-02-07,8
2021-02-07,11
2021-02-07,11
2021-02-07,6
2021-02-07,11
2021-02-07,11
2021-02-07,8
2021-02-07,11
2021-02-07,11
2021-02-07,6
2021-02-07,11
2021-02-07,11
2021-02-07,8
2021-02-07,11
2021-02-07,11
2021-02-07,6
2021-02-07,11
2021-02-07,11
2021-02-07,8
2021-02-07,11
2021-02-07,11
2021-02-07,6
2021-02-07,11
2021-02-07,11
2021-02-07,8
2021-02-07,11
2021-02-07,11
2021-02-07,6
2021-02-07,11
2021-02-07,11
2021-02-07,8
2021-02-07,11
2021-02-07,11
2021-02-07,6
2021-02-07,11
2021-02-07,11
2021-02-07,2
2021-02-07,2
2021-02-07,2
2021-02-07,2
2021-02-07,2
2021-02-07,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,3
2020-12-20,3
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2021-04-17,2
2021-04-17,2
2021-04-17,2
2021-04-24,3
2021-04-24,2
2021-04-24,2
2021-04-25,1
2021-04-25,2
2021-04-25,2
2021-04-25,2
2021-04-25,3
2021-04-25,3
2021-04-25,3
2021-04-25,3
2020-12-20,2
2020-12-20,2
2020-12-20,4
2020-12-20,1
2020-12-20,1
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-22,2
2020-12-22,2
2020-12-22,2
2020-12-22,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,3
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2021-04-29,2
2021-05-07,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-21,3
2020-12-21,2
2020-12-21,2
2020-12-21,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,1
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,3
2020-12-20,2
2020-12-29,2
2020-12-29,1
2020-12-29,1
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-23,2
2020-12-23,2
2020-12-23,2
2020-12-23,2
2020-12-23,2
2020-12-24,3
2020-12-24,2
2020-12-24,2
2020-12-24,2
2020-12-26,3
2020-12-27,2
2020-12-20,6
2020-12-20,6
2021-05-20,2
2021-06-16,2
2021-06-16,2
2021-06-17,2
2021-06-17,2
2021-06-17,1
2021-06-18,1
2021-06-18,1
2020-12-20,5
2020-12-20,5
2020-12-20,5
2020-12-24,3
2020-12-24,3
2020-12-24,3
2020-12-24,3
2020-12-27,2
2020-12-27,2
2020-12-27,2
2020-12-27,3
2020-12-27,3
2020-12-27,3
2020-12-27,3
2020-12-27,3
2020-12-27,3
2020-12-27,3
2021-06-19,1
2021-09-14,3
2021-09-14,5
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-28,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-27,3
2020-12-27,3
2020-12-27,2
2020-12-27,2
2021-08-10,2
2020-12-20,7
2020-12-20,7
2020-12-20,4
2020-12-24,3
2020-12-24,3
2020-12-24,3
2020-12-24,3
2021-01-17,2
2021-01-17,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,3
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,1
2020-12-20,2
2020-12-20,3
2020-12-20,3
2020-12-20,3
2020-12-23,2
2020-12-23,3
2020-12-23,3
2020-12-23,3
2020-12-23,3
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,2
2020-12-20,3
2020-12-20,3
2020-12-20,2
2020-12-20,3
2020-12-20,3
2020-12-20,2
2020-12-20,3
2020-12-20,2
2020-12-20,3
2020-12-20,2
2020-12-20,2
2021-03-26,2
2021-03-26,2
2021-03-26,2
2021-04-02,2
2021-04-02,2
2021-04-02,2
2021-04-02,2
2021-04-02,2
2020-12-20,3
2021-01-07,2
2020-12-20,5
2020-12-20,3
2021-07-26,2
2021-07-26,2
2021-07-26,3
2021-07-26,2
2020-12-20,2
2020-12-20,2
2021-09-01,2
2020-12-20,2
2020-12-20,2
2020-12-24,1
2020-12-24,2
2020-12-20,1
2020-12-20,3
2020-12-20,2
2020-12-21,2
2020-12-21,2
